id	file	start_line	end_line	kind	classification	attributes	assessment	text
2672	unicode-case.k	2645	2645	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb2"") => ""\xf0\x91\xa3\x92"""
2673	unicode-case.k	2646	2646	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb3"") => ""\xf0\x91\xa3\x93"""
2674	unicode-case.k	2647	2647	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb4"") => ""\xf0\x91\xa3\x94"""
2675	unicode-case.k	2648	2648	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb5"") => ""\xf0\x91\xa3\x95"""
2676	unicode-case.k	2649	2649	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb6"") => ""\xf0\x91\xa3\x96"""
2677	unicode-case.k	2650	2650	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb7"") => ""\xf0\x91\xa3\x97"""
2678	unicode-case.k	2651	2651	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb8"") => ""\xf0\x91\xa3\x98"""
2679	unicode-case.k	2652	2652	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xb9"") => ""\xf0\x91\xa3\x99"""
2680	unicode-case.k	2653	2653	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xba"") => ""\xf0\x91\xa3\x9a"""
2681	unicode-case.k	2654	2654	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xbb"") => ""\xf0\x91\xa3\x9b"""
2682	unicode-case.k	2655	2655	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xbc"") => ""\xf0\x91\xa3\x9c"""
2683	unicode-case.k	2656	2656	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xbd"") => ""\xf0\x91\xa3\x9d"""
2684	unicode-case.k	2657	2657	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xbe"") => ""\xf0\x91\xa3\x9e"""
2685	unicode-case.k	2658	2658	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa2\xbf"") => ""\xf0\x91\xa3\x9f"""
2686	unicode-case.k	2659	2659	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x80"") => ""\xf0\x91\xa2\xa0"""
2687	unicode-case.k	2660	2660	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x81"") => ""\xf0\x91\xa2\xa1"""
2688	unicode-case.k	2661	2661	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x82"") => ""\xf0\x91\xa2\xa2"""
2689	unicode-case.k	2662	2662	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x83"") => ""\xf0\x91\xa2\xa3"""
2690	unicode-case.k	2663	2663	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x84"") => ""\xf0\x91\xa2\xa4"""
2691	unicode-case.k	2664	2664	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x85"") => ""\xf0\x91\xa2\xa5"""
2692	unicode-case.k	2665	2665	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x86"") => ""\xf0\x91\xa2\xa6"""
2693	unicode-case.k	2666	2666	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x87"") => ""\xf0\x91\xa2\xa7"""
2694	unicode-case.k	2667	2667	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x88"") => ""\xf0\x91\xa2\xa8"""
2695	unicode-case.k	2668	2668	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x89"") => ""\xf0\x91\xa2\xa9"""
2696	unicode-case.k	2669	2669	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8a"") => ""\xf0\x91\xa2\xaa"""
2697	unicode-case.k	2670	2670	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8b"") => ""\xf0\x91\xa2\xab"""
2698	unicode-case.k	2671	2671	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8c"") => ""\xf0\x91\xa2\xac"""
2699	unicode-case.k	2672	2672	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8d"") => ""\xf0\x91\xa2\xad"""
2700	unicode-case.k	2673	2673	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8e"") => ""\xf0\x91\xa2\xae"""
2701	unicode-case.k	2674	2674	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x8f"") => ""\xf0\x91\xa2\xaf"""
2702	unicode-case.k	2675	2675	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x90"") => ""\xf0\x91\xa2\xb0"""
2703	unicode-case.k	2676	2676	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x91"") => ""\xf0\x91\xa2\xb1"""
2704	unicode-case.k	2677	2677	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x92"") => ""\xf0\x91\xa2\xb2"""
2705	unicode-case.k	2678	2678	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x93"") => ""\xf0\x91\xa2\xb3"""
2706	unicode-case.k	2679	2679	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x94"") => ""\xf0\x91\xa2\xb4"""
2707	unicode-case.k	2680	2680	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x95"") => ""\xf0\x91\xa2\xb5"""
2708	unicode-case.k	2681	2681	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x96"") => ""\xf0\x91\xa2\xb6"""
2709	unicode-case.k	2682	2682	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x97"") => ""\xf0\x91\xa2\xb7"""
2710	unicode-case.k	2683	2683	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x98"") => ""\xf0\x91\xa2\xb8"""
2711	unicode-case.k	2684	2684	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x99"") => ""\xf0\x91\xa2\xb9"""
2712	unicode-case.k	2685	2685	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9a"") => ""\xf0\x91\xa2\xba"""
2713	unicode-case.k	2686	2686	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9b"") => ""\xf0\x91\xa2\xbb"""
2714	unicode-case.k	2687	2687	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9c"") => ""\xf0\x91\xa2\xbc"""
2715	unicode-case.k	2688	2688	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9d"") => ""\xf0\x91\xa2\xbd"""
2716	unicode-case.k	2689	2689	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9e"") => ""\xf0\x91\xa2\xbe"""
2717	unicode-case.k	2690	2690	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x91\xa3\x9f"") => ""\xf0\x91\xa2\xbf"""
2718	unicode-case.k	2691	2691	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x80"") => ""\xf0\x96\xb9\xa0"""
2719	unicode-case.k	2692	2692	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x81"") => ""\xf0\x96\xb9\xa1"""
2720	unicode-case.k	2693	2693	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x82"") => ""\xf0\x96\xb9\xa2"""
2721	unicode-case.k	2694	2694	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x83"") => ""\xf0\x96\xb9\xa3"""
2722	unicode-case.k	2695	2695	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x84"") => ""\xf0\x96\xb9\xa4"""
2723	unicode-case.k	2696	2696	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x85"") => ""\xf0\x96\xb9\xa5"""
2724	unicode-case.k	2697	2697	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x86"") => ""\xf0\x96\xb9\xa6"""
2725	unicode-case.k	2698	2698	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x87"") => ""\xf0\x96\xb9\xa7"""
2726	unicode-case.k	2699	2699	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x88"") => ""\xf0\x96\xb9\xa8"""
2727	unicode-case.k	2700	2700	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x89"") => ""\xf0\x96\xb9\xa9"""
2728	unicode-case.k	2701	2701	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8a"") => ""\xf0\x96\xb9\xaa"""
2729	unicode-case.k	2702	2702	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8b"") => ""\xf0\x96\xb9\xab"""
2730	unicode-case.k	2703	2703	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8c"") => ""\xf0\x96\xb9\xac"""
2731	unicode-case.k	2704	2704	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8d"") => ""\xf0\x96\xb9\xad"""
2732	unicode-case.k	2705	2705	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8e"") => ""\xf0\x96\xb9\xae"""
2733	unicode-case.k	2706	2706	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x8f"") => ""\xf0\x96\xb9\xaf"""
2734	unicode-case.k	2707	2707	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x90"") => ""\xf0\x96\xb9\xb0"""
2735	unicode-case.k	2708	2708	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x91"") => ""\xf0\x96\xb9\xb1"""
2736	unicode-case.k	2709	2709	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x92"") => ""\xf0\x96\xb9\xb2"""
2737	unicode-case.k	2710	2710	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x93"") => ""\xf0\x96\xb9\xb3"""
2738	unicode-case.k	2711	2711	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x94"") => ""\xf0\x96\xb9\xb4"""
2739	unicode-case.k	2712	2712	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x95"") => ""\xf0\x96\xb9\xb5"""
2740	unicode-case.k	2713	2713	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x96"") => ""\xf0\x96\xb9\xb6"""
2741	unicode-case.k	2714	2714	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x97"") => ""\xf0\x96\xb9\xb7"""
2742	unicode-case.k	2715	2715	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x98"") => ""\xf0\x96\xb9\xb8"""
2743	unicode-case.k	2716	2716	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x99"") => ""\xf0\x96\xb9\xb9"""
2744	unicode-case.k	2717	2717	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x9a"") => ""\xf0\x96\xb9\xba"""
2745	unicode-case.k	2718	2718	concrete function equation	definitional summary		Exact CPython 3.10/Unicode 13 scalar equation; checked mechanically against chr.swapcase().	"rule pySwapChar(""\xf0\x96\xb9\x9b"") => ""\xf0\x96\xb9\xbb"""
