source,line,kind,decision,notes,first_line
reference-semantics/semantics/subscript.k,54,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>"
reference-semantics/semantics/subscript.k,55,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound) => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>"
reference-semantics/semantics/subscript.k,56,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound) => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>"
reference-semantics/semantics/subscript.k,58,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt)"
reference-semantics/semantics/subscript.k,61,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>"
reference-semantics/semantics/subscript.k,63,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]"
reference-semantics/semantics/subscript.k,64,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)"
reference-semantics/semantics/subscript.k,66,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt)"
reference-semantics/semantics/subscript.k,68,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt)"
reference-semantics/semantics/subscript.k,72,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= slStep(OptInt) [function, total]"
reference-semantics/semantics/subscript.k,73,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule slStep(noB) => 1
reference-semantics/semantics/subscript.k,74,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule slStep(someB(S:Int)) => S
reference-semantics/semantics/subscript.k,76,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= slStart(OptInt, OptInt, Int) [function]"
reference-semantics/semantics/subscript.k,77,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStart(noB, ST:OptInt, _LEN:Int) => 0"
reference-semantics/semantics/subscript.k,79,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1"
reference-semantics/semantics/subscript.k,81,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))"
reference-semantics/semantics/subscript.k,83,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= slStop(OptInt, OptInt, Int) [function]"
reference-semantics/semantics/subscript.k,84,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStop(noB, ST:OptInt, LEN:Int) => LEN"
reference-semantics/semantics/subscript.k,86,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStop(noB, ST:OptInt, _LEN:Int) => -1"
reference-semantics/semantics/subscript.k,88,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))"
reference-semantics/semantics/subscript.k,90,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= slAdjust(Int, Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,91,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP)"
reference-semantics/semantics/subscript.k,93,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP)"
reference-semantics/semantics/subscript.k,96,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= clampLo(Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,97,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule clampLo(J:Int, _STEP:Int) => J"
reference-semantics/semantics/subscript.k,99,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi"
reference-semantics/semantics/subscript.k,102,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= clampHi(Int, Int, Int) [function, total]"
reference-semantics/semantics/subscript.k,103,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule clampHi(I:Int, LEN:Int, _STEP:Int) => I"
reference-semantics/semantics/subscript.k,105,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi"
reference-semantics/semantics/subscript.k,109,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]"
reference-semantics/semantics/subscript.k,110,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)"
reference-semantics/semantics/subscript.k,113,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq"
reference-semantics/semantics/subscript.k,116,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]"
reference-semantics/semantics/subscript.k,117,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)"
reference-semantics/semantics/subscript.k,120,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq"
reference-semantics/semantics/syntax.k,3,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-SYNTAX
reference-semantics/semantics/syntax.k,4,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports INT-SYNTAX
reference-semantics/semantics/syntax.k,5,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports FLOAT-SYNTAX
reference-semantics/semantics/syntax.k,6,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports BOOL-SYNTAX
reference-semantics/semantics/syntax.k,7,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports STRING-SYNTAX
reference-semantics/semantics/syntax.k,9,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Expr ::= ""Int"" ""("" Int "")"""
reference-semantics/semantics/syntax.k,32,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax CmpOp ::= ""CmpOp"" ""("" String "","" Expr "")"""
reference-semantics/semantics/syntax.k,33,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Entry ::= ""Entry"" ""("" Expr "","" Expr "")"""
reference-semantics/semantics/syntax.k,34,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Entries ::= List{Entry, "",""}"
reference-semantics/semantics/syntax.k,35,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax CompFor ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
reference-semantics/semantics/syntax.k,36,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax CompFors ::= List{CompFor, """"}"
reference-semantics/semantics/syntax.k,37,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Exprs ::= List{Expr, "",""}"
reference-semantics/semantics/syntax.k,38,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Index ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
reference-semantics/semantics/syntax.k,39,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Bound ::= Expr | ""NoBound"""
reference-semantics/semantics/syntax.k,41,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Stmt ::= ""Assign"" ""("" Expr "","" Expr "")"" [strict(2)]"
reference-semantics/semantics/syntax.k,56,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Stmts ::= List{Stmt, """"}"
reference-semantics/semantics/syntax.k,57,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Params ::= ""Params"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k,58,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax CellVars ::= ""CellVars"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k,59,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax FreeVars ::= ""FreeVars"" ""("" ParamNames "")"""
reference-semantics/semantics/syntax.k,60,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ParamNames ::= List{String, "",""}"
reference-semantics/semantics/syntax.k,61,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Module ::= ""Module"" ""("" Stmts "")"""
reference-semantics/semantics/tuple.k,3,module,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,module MPY-TUPLE
reference-semantics/semantics/tuple.k,4,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-CORE
reference-semantics/semantics/tuple.k,5,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-ITER
reference-semantics/semantics/tuple.k,6,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-LIST
reference-semantics/semantics/tuple.k,7,imports,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,imports MPY-METHODS
reference-semantics/semantics/tuple.k,10,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
reference-semantics/semantics/tuple.k,11,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>"
reference-semantics/semantics/tuple.k,14,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax ApplyK ::= ""toTuple"""
reference-semantics/semantics/tuple.k,15,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>"
reference-semantics/semantics/tuple.k,16,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>"
reference-semantics/semantics/tuple.k,18,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"
reference-semantics/semantics/tuple.k,20,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Compare(LV:Val, CmpOp(""in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"
reference-semantics/semantics/tuple.k,21,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"
reference-semantics/semantics/tuple.k,23,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"
reference-semantics/semantics/tuple.k,24,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]"
reference-semantics/semantics/tuple.k,25,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V"
reference-semantics/semantics/tuple.k,26,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)"
reference-semantics/semantics/tuple.k,28,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"
reference-semantics/semantics/tuple.k,31,syntax,TRUSTED_SUPPLIED_DECLARATION,Unmodified selected semantics; exact text is in rule_inventory.txt.,"syntax KItem ::= #bindTgt(Expr, Val)"
reference-semantics/semantics/tuple.k,32,rule,TRUSTED_SUPPLIED_USED,Selected fixed semantics; reviewed in the real-program execution route.,"rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>"
reference-semantics/semantics/tuple.k,35,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>"
reference-semantics/semantics/tuple.k,42,rule,TRUSTED_SUPPLIED_NOT_REACHED,Unmodified selected semantics and not matched on the submitted claims' typed execution paths.,"rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>"
