id	file	lines	kind	source_class	semantic_class	attributes	declaration
K1004	reference-semantics/semantics/subscript.k	103-104	rule	trusted-supplied	equational-rule		rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN
K1005	reference-semantics/semantics/subscript.k	105-106	rule	trusted-supplied	equational-rule		rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
K1006	reference-semantics/semantics/subscript.k	109-109	syntax	trusted-supplied	syntax	function	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K1007	reference-semantics/semantics/subscript.k	110-112	rule	trusted-supplied	equational-rule		rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K1008	reference-semantics/semantics/subscript.k	113-114	rule	trusted-supplied	equational-rule		rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K1009	reference-semantics/semantics/subscript.k	116-116	syntax	trusted-supplied	syntax	function	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K1010	reference-semantics/semantics/subscript.k	117-119	rule	trusted-supplied	equational-rule		rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K1011	reference-semantics/semantics/subscript.k	120-121	rule	trusted-supplied	equational-rule		rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K1012	reference-semantics/semantics/syntax.k	3-3	module	trusted-supplied	module		module MPY-SYNTAX
K1013	reference-semantics/semantics/syntax.k	4-4	imports	trusted-supplied	imports		imports INT-SYNTAX
K1014	reference-semantics/semantics/syntax.k	5-5	imports	trusted-supplied	imports		imports FLOAT-SYNTAX
K1015	reference-semantics/semantics/syntax.k	6-6	imports	trusted-supplied	imports		imports BOOL-SYNTAX
K1016	reference-semantics/semantics/syntax.k	7-7	imports	trusted-supplied	imports		imports STRING-SYNTAX
K1017	reference-semantics/semantics/syntax.k	9-30	syntax	trusted-supplied	syntax	macro,seqstrict(2, 3),strict(1),strict(2)	syntax Expr ::= "Int" "(" Int ")" | "Float" "(" Float ")" | "Bool" "(" Bool ")" | "Name" "(" String ")" | "Str" "(" String ")" | "UnaryOp" "(" String "," Expr ")" [strict(2)] | "BinOp" "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp" "(" String "," Exprs ")" | "ListExpr" "(" Exprs ")" | "DictExpr" "(" Entries ")" | "ListComp" "(" Expr "," CompFors ")" [macro] | "GenExp" "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp" "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda" "(" Params "," Expr ")" | "KwArg" "(" String "," Expr ")" | "Lambda" "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call" "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare" "(" Expr "," CmpOp ")"
K1018	reference-semantics/semantics/syntax.k	32-32	syntax	trusted-supplied	syntax		syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"
K1019	reference-semantics/semantics/syntax.k	33-33	syntax	trusted-supplied	syntax		syntax Entry ::= "Entry" "(" Expr "," Expr ")"
K1020	reference-semantics/semantics/syntax.k	34-34	syntax	trusted-supplied	syntax		syntax Entries ::= List{Entry, ","}
K1021	reference-semantics/semantics/syntax.k	35-35	syntax	trusted-supplied	syntax		syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
K1022	reference-semantics/semantics/syntax.k	36-36	syntax	trusted-supplied	syntax		syntax CompFors ::= List{CompFor, ""}
K1023	reference-semantics/semantics/syntax.k	37-37	syntax	trusted-supplied	syntax		syntax Exprs ::= List{Expr, ","}
K1024	reference-semantics/semantics/syntax.k	38-38	syntax	trusted-supplied	syntax		syntax Index ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
K1025	reference-semantics/semantics/syntax.k	39-39	syntax	trusted-supplied	syntax		syntax Bound ::= Expr | "NoBound"
K1026	reference-semantics/semantics/syntax.k	41-54	syntax	trusted-supplied	syntax	strict,strict(1),strict(2),strict(3)	syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)] | "Import" "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For" "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While" "(" Expr "," Stmts ")" | "Break" | "Continue" | "If" "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return" "(" Expr ")" [strict] | "Assert" "(" Expr ")" [strict] | "Expr" "(" Expr ")" [strict] | "FuncDef" "(" String "," Params "," Stmts ")" | "FuncDef" "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
K1027	reference-semantics/semantics/syntax.k	56-56	syntax	trusted-supplied	syntax		syntax Stmts ::= List{Stmt, ""}
K1028	reference-semantics/semantics/syntax.k	57-57	syntax	trusted-supplied	syntax		syntax Params ::= "Params" "(" ParamNames ")"
K1029	reference-semantics/semantics/syntax.k	58-58	syntax	trusted-supplied	syntax		syntax CellVars ::= "CellVars" "(" ParamNames ")"
K1030	reference-semantics/semantics/syntax.k	59-59	syntax	trusted-supplied	syntax		syntax FreeVars ::= "FreeVars" "(" ParamNames ")"
K1031	reference-semantics/semantics/syntax.k	60-60	syntax	trusted-supplied	syntax		syntax ParamNames ::= List{String, ","}
K1032	reference-semantics/semantics/syntax.k	61-61	syntax	trusted-supplied	syntax		syntax Module ::= "Module" "(" Stmts ")"
K1033	reference-semantics/semantics/tuple.k	3-3	module	trusted-supplied	module		module MPY-TUPLE
K1034	reference-semantics/semantics/tuple.k	4-4	imports	trusted-supplied	imports		imports MPY-CORE
K1035	reference-semantics/semantics/tuple.k	5-5	imports	trusted-supplied	imports		imports MPY-ITER
K1036	reference-semantics/semantics/tuple.k	6-6	imports	trusted-supplied	imports		imports MPY-LIST
K1037	reference-semantics/semantics/tuple.k	7-7	imports	trusted-supplied	imports		imports MPY-METHODS
K1038	reference-semantics/semantics/tuple.k	10-10	rule	trusted-supplied	operational-rule		rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
K1039	reference-semantics/semantics/tuple.k	11-11	rule	trusted-supplied	operational-rule		rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
K1040	reference-semantics/semantics/tuple.k	14-14	syntax	trusted-supplied	syntax		syntax ApplyK ::= "toTuple"
K1041	reference-semantics/semantics/tuple.k	15-15	rule	trusted-supplied	operational-rule		rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
K1042	reference-semantics/semantics/tuple.k	16-16	rule	trusted-supplied	operational-rule		rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
K1043	reference-semantics/semantics/tuple.k	18-18	rule	trusted-supplied	equational-rule		rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
K1044	reference-semantics/semantics/tuple.k	20-20	rule	trusted-supplied	operational-rule		rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
K1045	reference-semantics/semantics/tuple.k	21-21	rule	trusted-supplied	operational-rule		rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
K1046	reference-semantics/semantics/tuple.k	23-23	rule	trusted-supplied	equational-rule		rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
K1047	reference-semantics/semantics/tuple.k	24-24	syntax	trusted-supplied	syntax	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
K1048	reference-semantics/semantics/tuple.k	25-25	rule	trusted-supplied	equational-rule		rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
K1049	reference-semantics/semantics/tuple.k	26-27	rule	trusted-supplied	equational-rule		rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
K1050	reference-semantics/semantics/tuple.k	28-28	rule	trusted-supplied	equational-rule		rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)
K1051	reference-semantics/semantics/tuple.k	31-31	syntax	trusted-supplied	syntax		syntax KItem ::= #bindTgt(Expr, Val)
K1052	reference-semantics/semantics/tuple.k	32-34	rule	trusted-supplied	operational-rule		rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K1053	reference-semantics/semantics/tuple.k	35-41	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
K1054	reference-semantics/semantics/tuple.k	42-42	rule	trusted-supplied	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1055	reference-semantics/semantics/tuple.k	43-43	rule	trusted-supplied	operational-rule		rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1056	reference-semantics/semantics/tuple.k	44-46	rule	trusted-supplied	operational-rule	priority(40)	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K1057	reference-semantics/semantics/tuple.k	49-49	syntax	trusted-supplied	syntax		syntax KItem ::= #unpackSeq(Exprs, ValSeq)
K1058	reference-semantics/semantics/tuple.k	50-50	rule	trusted-supplied	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1059	reference-semantics/semantics/tuple.k	51-51	rule	trusted-supplied	operational-rule		rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1060	reference-semantics/semantics/tuple.k	52-54	rule	trusted-supplied	operational-rule	priority(40)	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K1061	reference-semantics/semantics/tuple.k	55-56	rule	trusted-supplied	operational-rule		rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
K1062	reference-semantics/semantics/tuple.k	57-57	rule	trusted-supplied	operational-rule		rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
K1063	verification.k	1-1	requires	proof-local	requires		requires "reference-semantics/semantics.k"
K1064	verification.k	3-3	module	proof-local	module		module VERIFICATION-SYNTAX
K1065	verification.k	4-4	imports	proof-local	imports		imports MPY-SYNTAX
K1066	verification.k	5-5	imports	proof-local	imports		imports MPY-CORE
K1067	verification.k	9-11	syntax	proof-local	syntax	function, total	syntax Stmts ::= "charLoopBody" [function, total] | "afterCharLoop" [function, total] | "selectWordsBody" [function, total]
K1068	verification.k	15-20	syntax	proof-local	syntax	function, total	syntax ValSeq ::= selectScan(IntSeq, Int, IntSeq, Int, ValSeq) [function, total] | scanAccum(IntSeq, Int, IntSeq, Int, ValSeq) [function, total] | flushSelected(ValSeq, IntSeq, Int, Int) [function, total]
K1069	verification.k	22-23	syntax	proof-local	syntax	function, total	syntax IntSeq ::= wordAfter(IntSeq, IntSeq) [function, total] | charAfter(IntSeq, IntSeq) [function, total]
K1070	verification.k	24-24	syntax	proof-local	syntax	function, total	syntax Int ::= countAfter(IntSeq, Int) [function, total]
K1071	verification.k	27-27	module	proof-local	module		module VERIFICATION
K1072	verification.k	28-28	imports	proof-local	imports		imports MPY
K1073	verification.k	29-29	imports	proof-local	imports		imports VERIFICATION-SYNTAX
K1074	verification.k	31-49	rule	proof-local	equational-rule		rule charLoopBody => If(Compare(Name("ch"), CmpOp("==", Str(" "))), If(BoolOp("and", Compare(Name("count"), CmpOp("==", Name("n"))), Compare(Name("word"), CmpOp("!=", Str("")))), Expr(Call(Attribute(Name("result"), "append"), Name("word"))) .Stmts, .Stmts) Assign(Name("word"), Str("")) Assign(Name("count"), Int(0)) .Stmts, Assign(Name("word"), BinOp("+", Name("word"), Name("ch"))) If(Compare(Name("ch"), CmpOp("not in", Str("aeiouAEIOU"))), Assign(Name("count"), BinOp("+", Name("count"), Int(1))) .Stmts, .Stmts) .Stmts) .Stmts
K1075	verification.k	51-59	rule	proof-local	equational-rule		rule afterCharLoop => If(BoolOp("and", Compare(Name("count"), CmpOp("==", Name("n"))), Compare(Name("word"), CmpOp("!=", Str("")))), Expr(Call(Attribute(Name("result"), "append"), Name("word"))) .Stmts, .Stmts) Return(Name("result")) .Stmts
K1076	verification.k	61-67	rule	proof-local	equational-rule		rule selectWordsBody => Assign(Name("result"), ListExpr(.Exprs)) Assign(Name("word"), Str("")) Assign(Name("count"), Int(0)) Assign(Name("ch"), Str("")) For(Name("ch"), Name("s"), charLoopBody) afterCharLoop
K1077	verification.k	70-72	rule	proof-local	equational-rule	simplification	rule flushSelected(A:ValSeq, _WORD:IntSeq, COUNT:Int, N:Int) => A requires COUNT =/=Int N [simplification]
K1078	verification.k	73-75	rule	proof-local	equational-rule	simplification	rule flushSelected(A:ValSeq, .IntSeq, COUNT:Int, N:Int) => A requires COUNT ==Int N [simplification]
K1079	verification.k	76-79	rule	proof-local	equational-rule	simplification	rule flushSelected(A:ValSeq, WORD:IntSeq, COUNT:Int, N:Int) => valSeqConcat(A, vCons(str(WORD), .ValSeq)) requires COUNT ==Int N andBool notBool (WORD ==K .IntSeq) [simplification]
K1080	verification.k	81-87	rule	proof-local	equational-rule	simplification	rule selectScan(S:IntSeq, N:Int, WORD:IntSeq, COUNT:Int, A:ValSeq) => flushSelected( scanAccum(S, N, WORD, COUNT, A), wordAfter(S, WORD), countAfter(S, COUNT), N) [simplification]
K1081	verification.k	90-92	rule	proof-local	equational-rule	simplification	rule scanAccum(.IntSeq, _N:Int, _WORD:IntSeq, _COUNT:Int, A:ValSeq) => A [simplification]
K1082	verification.k	93-97	rule	proof-local	equational-rule	simplification	rule scanAccum(iCons(C:Int, R:IntSeq), N:Int, _WORD:IntSeq, COUNT:Int, A:ValSeq) => scanAccum(R, N, .IntSeq, 0, A) requires C ==Int 32 andBool COUNT =/=Int N [simplification]
K1083	verification.k	98-102	rule	proof-local	equational-rule	simplification	rule scanAccum(iCons(C:Int, R:IntSeq), N:Int, .IntSeq, COUNT:Int, A:ValSeq) => scanAccum(R, N, .IntSeq, 0, A) requires C ==Int 32 andBool COUNT ==Int N [simplification]
K1084	verification.k	103-111	rule	proof-local	equational-rule	simplification	rule scanAccum(iCons(C:Int, R:IntSeq), N:Int, WORD:IntSeq, COUNT:Int, A:ValSeq) => scanAccum( R, N, .IntSeq, 0, valSeqConcat( A, vCons(str(WORD), .ValSeq))) requires C ==Int 32 andBool COUNT ==Int N andBool notBool (WORD ==K .IntSeq) [simplification]
K1085	verification.k	115-122	rule	proof-local	equational-rule	simplification	rule scanAccum(iCons(C:Int, R:IntSeq), N:Int, WORD:IntSeq, COUNT:Int, A:ValSeq) => scanAccum( R, N, seqConcat(WORD, iCons(C, .IntSeq)), COUNT, A) requires C =/=Int 32 andBool strContains( iCons(C, .IntSeq), strToCodes("aeiouAEIOU")) [simplification]
K1086	verification.k	123-131	rule	proof-local	equational-rule	simplification	rule scanAccum(iCons(C:Int, R:IntSeq), N:Int, WORD:IntSeq, COUNT:Int, A:ValSeq) => scanAccum( R, N, seqConcat(WORD, iCons(C, .IntSeq)), COUNT +Int 1, A) requires C =/=Int 32 andBool notBool strContains( iCons(C, .IntSeq), strToCodes("aeiouAEIOU")) [simplification]
K1087	verification.k	135-136	rule	proof-local	equational-rule	simplification	rule wordAfter(.IntSeq, WORD:IntSeq) => WORD [simplification]
K1088	verification.k	137-140	rule	proof-local	equational-rule	simplification	rule wordAfter(iCons(C:Int, R:IntSeq), _WORD:IntSeq) => wordAfter(R, .IntSeq) requires C ==Int 32 [simplification]
K1089	verification.k	141-144	rule	proof-local	equational-rule	simplification	rule wordAfter(iCons(C:Int, R:IntSeq), WORD:IntSeq) => wordAfter(R, seqConcat(WORD, iCons(C, .IntSeq))) requires C =/=Int 32 [simplification]
K1090	verification.k	146-147	rule	proof-local	equational-rule	simplification	rule countAfter(.IntSeq, COUNT:Int) => COUNT [simplification]
K1091	verification.k	148-151	rule	proof-local	equational-rule	simplification	rule countAfter(iCons(C:Int, R:IntSeq), _COUNT:Int) => countAfter(R, 0) requires C ==Int 32 [simplification]
K1092	verification.k	152-157	rule	proof-local	equational-rule	simplification	rule countAfter(iCons(C:Int, R:IntSeq), COUNT:Int) => countAfter(R, COUNT) requires C =/=Int 32 andBool strContains( iCons(C, .IntSeq), strToCodes("aeiouAEIOU")) [simplification]
K1093	verification.k	158-163	rule	proof-local	equational-rule	simplification	rule countAfter(iCons(C:Int, R:IntSeq), COUNT:Int) => countAfter(R, COUNT +Int 1) requires C =/=Int 32 andBool notBool strContains( iCons(C, .IntSeq), strToCodes("aeiouAEIOU")) [simplification]
K1094	verification.k	165-166	rule	proof-local	equational-rule	simplification	rule charAfter(.IntSeq, OLD:IntSeq) => OLD [simplification]
K1095	verification.k	167-169	rule	proof-local	equational-rule	simplification	rule charAfter(iCons(C:Int, R:IntSeq), _OLD:IntSeq) => charAfter(R, iCons(C, .IntSeq)) [simplification]
K1096	spec.k	1-1	requires	proof-local	requires		requires "verification.k"
K1097	spec.k	3-3	module	proof-local	module		module SPEC
K1098	spec.k	4-4	imports	proof-local	imports		imports VERIFICATION
K1099	spec.k	8-42	claim	proof-local	reachability-claim		claim [select-words-loop]: <k> #loop(str(S:IntSeq), Name("ch"), charLoopBody) => .K ... </k> <env> L </env> <scopes> ... L |-> ( scope( "s" |-> str(ORIGINAL:IntSeq) "n" |-> N:Int "result" |-> ref(H:Int) "word" |-> str(WORD:IntSeq) "count" |-> COUNT:Int "ch" |-> str(OLDCH:IntSeq), parent(0)) => scope( "s" |-> str(ORIGINAL) "n" |-> N "result" |-> ref(H) "word" |-> str(wordAfter(S, WORD)) "count" |-> countAfter(S, COUNT) "ch" |-> str(charAfter(S, OLDCH)), parent(0))) ... </scopes> <heap> H |-> (list(A:ValSeq) => list(scanAccum(S, N, WORD, COUNT, A))) ... </heap> requires N >=Int 0
K1100	spec.k	47-77	claim	proof-local	reachability-claim		claim [select-words]: <k> #loadAll(Module( FuncDef("select_words", Params("s", "n"), selectWordsBody) .Stmts)) ~> Call(Name("select_words"), str(S:IntSeq), N:Int) => ref(0) </k> <env> 0 </env> <scopes> 0 |-> scope( .Map => "select_words" |-> closureVal(("s", "n", .ParamNames), selectWordsBody, 0), parent(-1)) -1 |-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map => 0 |-> list(selectScan(S, N, .IntSeq, 0, .ValSeq)) </heap> <heapLoc> 0 => 1 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code> requires N >=Int 0
