id	file	line	kind	attributes	disposition	declaration
872	reference-semantics/semantics/subscript.k	88	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
873	reference-semantics/semantics/subscript.k	90	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
874	reference-semantics/semantics/subscript.k	91	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
875	reference-semantics/semantics/subscript.k	93	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
876	reference-semantics/semantics/subscript.k	96	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= clampLo(Int, Int) [function, total]
877	reference-semantics/semantics/subscript.k	97	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
878	reference-semantics/semantics/subscript.k	99	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
879	reference-semantics/semantics/subscript.k	102	syntax	function,total	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= clampHi(Int, Int, Int) [function, total]
880	reference-semantics/semantics/subscript.k	103	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN
881	reference-semantics/semantics/subscript.k	105	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN // ==== build the strided sub-sequence (indices in range by construction) ====
882	reference-semantics/semantics/subscript.k	109	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
883	reference-semantics/semantics/subscript.k	110	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
884	reference-semantics/semantics/subscript.k	113	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
885	reference-semantics/semantics/subscript.k	116	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
886	reference-semantics/semantics/subscript.k	117	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
887	reference-semantics/semantics/subscript.k	120	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
888	reference-semantics/semantics/syntax.k	9	syntax	macro	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Expr ::= "Int" "(" Int ")" | "Float" "(" Float ")" | "Bool" "(" Bool ")" | "Name" "(" String ")" | "Str" "(" String ")" | "UnaryOp" "(" String "," Expr ")" [strict(2)] | "BinOp" "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] | "BoolOp" "(" String "," Exprs ")" | "ListExpr" "(" Exprs ")" | "DictExpr" "(" Entries ")" | "ListComp" "(" Expr "," CompFors ")" [macro] | "GenExp" "(" Expr "," CompFors ")" [macro] | "TupleExpr" "(" Exprs ")" | "Subscript" "(" Expr "," Index ")" | "IfExp" "(" Expr "," Expr "," Expr ")" [strict(1)] | "Lambda" "(" Params "," Expr ")" | "KwArg" "(" String "," Expr ")" | "Lambda" "(" Params "," CellVars "," FreeVars "," Expr ")" | "NoneVal" | "Call" "(" Expr "," Exprs ")" | "Attribute" "(" Expr "," String ")" [strict(1)] | "Compare" "(" Expr "," CmpOp ")"
889	reference-semantics/semantics/syntax.k	32	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"
890	reference-semantics/semantics/syntax.k	33	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Entry ::= "Entry" "(" Expr "," Expr ")"
891	reference-semantics/semantics/syntax.k	34	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Entries ::= List{Entry, ","}
892	reference-semantics/semantics/syntax.k	35	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"
893	reference-semantics/semantics/syntax.k	36	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax CompFors ::= List{CompFor, ""}
894	reference-semantics/semantics/syntax.k	37	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Exprs ::= List{Expr, ","}
895	reference-semantics/semantics/syntax.k	38	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Index ::= Expr | "Slice" "(" Bound "," Bound "," Bound ")"
896	reference-semantics/semantics/syntax.k	39	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Bound ::= Expr | "NoBound"
897	reference-semantics/semantics/syntax.k	41	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)] | "Import" "(" String ")" | "ImportFrom" "(" String "," ParamNames ")" | "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] | "For" "(" Expr "," Expr "," Stmts ")" [strict(2)] | "While" "(" Expr "," Stmts ")" | "Break" | "Continue" | "If" "(" Expr "," Stmts "," Stmts ")" [strict(1)] | "Return" "(" Expr ")" [strict] | "Assert" "(" Expr ")" [strict] | "Expr" "(" Expr ")" [strict] | "FuncDef" "(" String "," Params "," Stmts ")" | "FuncDef" "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"
898	reference-semantics/semantics/syntax.k	56	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Stmts ::= List{Stmt, ""}
899	reference-semantics/semantics/syntax.k	57	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Params ::= "Params" "(" ParamNames ")"
900	reference-semantics/semantics/syntax.k	58	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax CellVars ::= "CellVars" "(" ParamNames ")"
901	reference-semantics/semantics/syntax.k	59	syntax	-	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax FreeVars ::= "FreeVars" "(" ParamNames ")"
902	reference-semantics/semantics/syntax.k	60	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax ParamNames ::= List{String, ","}
903	reference-semantics/semantics/syntax.k	61	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax Module ::= "Module" "(" Stmts ")"
904	reference-semantics/semantics/tuple.k	10	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
905	reference-semantics/semantics/tuple.k	11	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k> // ==== TupleExpr: tuple(ValSeq) literal + == != ===========================
906	reference-semantics/semantics/tuple.k	14	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax ApplyK ::= "toTuple"
907	reference-semantics/semantics/tuple.k	15	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
908	reference-semantics/semantics/tuple.k	16	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
909	reference-semantics/semantics/tuple.k	18	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B // membership routes through the same k-cell fold as lists (list.k)
910	reference-semantics/semantics/tuple.k	20	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>
911	reference-semantics/semantics/tuple.k	21	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k> // t.index(v): first index of v (ValueError out of subset)
912	reference-semantics/semantics/tuple.k	23	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)
913	reference-semantics/semantics/tuple.k	24	syntax	function	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
914	reference-semantics/semantics/tuple.k	25	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
915	reference-semantics/semantics/tuple.k	26	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
916	reference-semantics/semantics/tuple.k	28	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B) // ==== target binding: bind a Name or a TupleExpr target to a value ========
917	reference-semantics/semantics/tuple.k	31	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax KItem ::= #bindTgt(Expr, Val)
918	reference-semantics/semantics/tuple.k	32	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
919	reference-semantics/semantics/tuple.k	35	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]
920	reference-semantics/semantics/tuple.k	42	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
921	reference-semantics/semantics/tuple.k	43	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
922	reference-semantics/semantics/tuple.k	44	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)] // ==== unpacking: a, b = <tuple|list> (RHS evaluated by strictness) ========
923	reference-semantics/semantics/tuple.k	49	syntax	-	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
924	reference-semantics/semantics/tuple.k	50	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
925	reference-semantics/semantics/tuple.k	51	rule	ordinary	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
926	reference-semantics/semantics/tuple.k	52	rule	priority	UNREACHED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; no influence on exact typed entry	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
927	reference-semantics/semantics/tuple.k	55	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
928	reference-semantics/semantics/tuple.k	57	rule	ordinary	USED_FIXED_SUPPLIED_BASELINE; candidate byte-identical; manually checked	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
929	verification.k	6	syntax	function	LOCAL_DEFINITION; exact program pin or mathematical summary	syntax Stmts ::= "fibBody" [function]
930	verification.k	7	syntax	function	LOCAL_DEFINITION; exact program pin or mathematical summary	syntax Val ::= "fibClosure" [function]
931	verification.k	8	syntax	function	LOCAL_DEFINITION; exact program pin or mathematical summary	syntax Module ::= "fibProgram" [function]
932	verification.k	10	rule	ordinary	VALID_DEFINITIONAL_EXPANSION; no execution bypass	rule fibBody => Expr( Str( "Return n-th Fibonacci number.\n >>> fib(10)\n 55\n >>> fib(1)\n 1\n >>> fib(8)\n 21\n ")) Assign(Name("a"), Int(0)) Assign(Name("b"), Int(1)) Assign(Name("_"), Int(0)) For(Name("_"), Call(Name("range"), Name("n")), Assign( TupleExpr(Name("a"), Name("b")), TupleExpr(Name("b"), BinOp("+", Name("a"), Name("b"))))) Return(Name("a"))
933	verification.k	23	rule	ordinary	VALID_DEFINITIONAL_EXPANSION; no execution bypass	rule fibClosure => closureVal(("n", .ParamNames), fibBody, 0)
934	verification.k	26	rule	ordinary	VALID_DEFINITIONAL_EXPANSION; no execution bypass	rule fibProgram => Module(FuncDef("fib", Params("n"), fibBody)) // A mathematical tail-recursive Fibonacci fold. Starting from // (A,B,I) = (0,1,0), it returns the N-th Fibonacci number.
935	verification.k	31	syntax	function,total	LOCAL_DEFINITION; exact program pin or mathematical summary	syntax Int ::= fibRun(Int, Int, Int, Int) [function, total]
936	verification.k	32	syntax	function,total	LOCAL_DEFINITION; exact program pin or mathematical summary	syntax Int ::= fibSpec(Int) [function, total]
937	verification.k	34	rule	ordinary	VALID_MATHEMATICAL_EQUATION; disjoint/covering guards; descending recursion	rule fibRun(A:Int, _:Int, I:Int, N:Int) => A requires I >=Int N
938	verification.k	37	rule	ordinary	VALID_MATHEMATICAL_EQUATION; disjoint/covering guards; descending recursion	rule fibRun(A:Int, B:Int, I:Int, N:Int) => fibRun(B, A +Int B, I +Int 1, N) requires I <Int N
939	verification.k	41	rule	ordinary	VALID_MATHEMATICAL_EQUATION; disjoint/covering guards; descending recursion	rule fibSpec(N:Int) => fibRun(0, 1, 0, N)
940	spec.k	7	claim	circularity	AUXILIARY_REACHABILITY_CLAIM; exact loop control; independently proved	claim [fib-loop]: <k> #loop( rangeObj(I:Int, N:Int, 1), Name("_"), Assign( TupleExpr(Name("a"), Name("b")), TupleExpr(Name("b"), BinOp("+", Name("a"), Name("b"))))) ~> CONT:K => CONT </k> <env> L:Int </env> <scopes> (REST:Map L |-> scope( ("n" |-> N "a" |-> A:Int "b" |-> B:Int "_" |-> OLD_INDEX:Int), parent(0))) => (REST L |-> scope( ("n" |-> N "a" |-> fibRun(A, B, I, N) "b" |-> ?FINAL_B:Int "_" |-> ?FINAL_INDEX:Int), parent(0))) </scopes> <scopeLoc> NEXT:Int </scopeLoc> <heap> HEAP:Map </heap> <heapLoc> HEAPNEXT:Int </heapLoc> <stack> STACK:List </stack> <ret> RET:RetState </ret> <exc> EXC:Exc </exc> <exit-code> EXIT:Int </exit-code> [circularity] // For every natural-number input, running the translated function returns // the mathematical Fibonacci value.
