WORKDIR: /tmp/audit-work/112-reverse-delete
COMMAND: /audit-output/evidence/k_rule_inventory.py
# Exhaustive K declaration and rule inventory

Files: 26
Inventory rows: 942
Kinds: {'claim': 2, 'configuration': 1, 'context': 5, 'rule': 704, 'syntax': 230}
Decision classes: {'ACCEPT': 142, 'TARGET': 2, 'UNREACHED': 776, 'UNUSED OPAQUE': 22}
Attributes: {'concrete': 35, 'function': 149, 'macro': 3, 'macro-rec': 1, 'no-evaluators': 22, 'owise': 26, 'priority(39)': 1, 'priority(40)': 42, 'priority(45)': 3, 'seqstrict(2, 3)': 1, 'simplification': 4, 'strict(1)': 2, 'strict(2)': 2, 'strict(3)': 1, 'symbol(absF)': 1, 'symbol(addF)': 1, 'symbol(ceilF)': 1, 'symbol(decStrToF)': 1, 'symbol(divF)': 1, 'symbol(divFloatIntV)': 1, 'symbol(divII)': 1, 'symbol(eqF)': 1, 'symbol(floatLt)': 1, 'symbol(floatMod)': 1, 'symbol(floorFI)': 1, 'symbol(gtF)': 1, 'symbol(intFloatDiv)': 1, 'symbol(intToF)': 1, 'symbol(md5hexCodes)': 1, 'symbol(mulF)': 1, 'symbol(powF)': 1, 'symbol(roundF)': 1, 'symbol(roundFN)': 1, 'symbol(sortKeyVS)': 1, 'symbol(sortVS)': 1, 'symbol(sqrtF)': 1, 'symbol(subF)': 1, 'symbol(toF)': 1, 'symbol(truncF)': 1, 'total': 110}

| Source | Line | Kind | Attributes | Decision | Normalized declaration/rule |
|---|---:|---|---|---|---|
| `semantics/assert.k` | 6 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assert(V:Val) => .K ... </k> requires truthy(V)` |
| `semantics/subscript.k` | 81 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))` |
| `semantics/subscript.k` | 83 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= slStop(OptInt, OptInt, Int) [function]` |
| `semantics/subscript.k` | 84 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0` |
| `semantics/subscript.k` | 86 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0` |
| `semantics/subscript.k` | 88 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))` |
| `semantics/subscript.k` | 90 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= slAdjust(Int, Int, Int) [function, total]` |
| `semantics/subscript.k` | 91 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0` |
| `semantics/subscript.k` | 93 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0` |
| `semantics/subscript.k` | 96 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= clampLo(Int, Int) [function, total]` |
| `semantics/subscript.k` | 97 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0` |
| `semantics/subscript.k` | 99 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0` |
| `semantics/subscript.k` | 102 | syntax | function, total | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= clampHi(Int, Int, Int) [function, total]` |
| `semantics/subscript.k` | 103 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN` |
| `semantics/subscript.k` | 105 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN` |
| `semantics/subscript.k` | 109 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]` |
| `semantics/subscript.k` | 110 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)` |
| `semantics/subscript.k` | 113 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))` |
| `semantics/subscript.k` | 116 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]` |
| `semantics/subscript.k` | 117 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)` |
| `semantics/subscript.k` | 120 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))` |
| `semantics/syntax.k` | 9 | syntax | macro, seqstrict(2, 3), strict(1), strict(2) | ACCEPT—declaration/strictness used by submitted constructors | `syntax Expr ::= "Int" "(" Int ")" \| "Float" "(" Float ")" \| "Bool" "(" Bool ")" \| "Name" "(" String ")" \| "Str" "(" String ")" \| "UnaryOp" "(" String "," Expr ")" [strict(2)] \| "BinOp" "(" String "," Expr "," Expr ")" [seqstrict(2, 3)] \| "BoolOp" "(" String "," Exprs ")" \| "ListExpr" "(" Exprs ")" \| "DictExpr" "(" Entries ")" \| "ListComp" "(" Expr "," CompFors ")" [macro] \| "GenExp" "(" Expr "," CompFors ")" [macro] \| "TupleExpr" "(" Exprs ")" \| "Subscript" "(" Expr "," Index ")" \| "IfExp" "(" Expr "," Expr "," Expr ")" [strict(1)] \| "Lambda" "(" Params "," Expr ")" \| "KwArg" "(" String "," Expr ")" \| "Lambda" "(" Params "," CellVars "," FreeVars "," Expr ")" \| "NoneVal" \| "Call" "(" Expr "," Exprs ")" \| "Attribute" "(" Expr "," String ")" [strict(1)] \| "Compare" "(" Expr "," CmpOp ")"` |
| `semantics/syntax.k` | 32 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax CmpOp ::= "CmpOp" "(" String "," Expr ")"` |
| `semantics/syntax.k` | 33 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Entry ::= "Entry" "(" Expr "," Expr ")"` |
| `semantics/syntax.k` | 34 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Entries ::= List{Entry, ","}` |
| `semantics/syntax.k` | 35 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax CompFor ::= "CompFor" "(" Expr "," Expr "," Exprs ")"` |
| `semantics/syntax.k` | 36 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax CompFors ::= List{CompFor, ""}` |
| `semantics/syntax.k` | 37 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Exprs ::= List{Expr, ","}` |
| `semantics/syntax.k` | 38 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Index ::= Expr \| "Slice" "(" Bound "," Bound "," Bound ")"` |
| `semantics/syntax.k` | 39 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Bound ::= Expr \| "NoBound"` |
| `semantics/syntax.k` | 41 | syntax | strict(1), strict(2), strict(3) | ACCEPT—declaration/strictness used by submitted constructors | `syntax Stmt ::= "Assign" "(" Expr "," Expr ")" [strict(2)] \| "Import" "(" String ")" \| "ImportFrom" "(" String "," ParamNames ")" \| "AugAssign" "(" Expr "," String "," Expr ")" [strict(3)] \| "For" "(" Expr "," Expr "," Stmts ")" [strict(2)] \| "While" "(" Expr "," Stmts ")" \| "Break" \| "Continue" \| "If" "(" Expr "," Stmts "," Stmts ")" [strict(1)] \| "Return" "(" Expr ")" [strict] \| "Assert" "(" Expr ")" [strict] \| "Expr" "(" Expr ")" [strict] \| "FuncDef" "(" String "," Params "," Stmts ")" \| "FuncDef" "(" String "," Params "," CellVars "," FreeVars "," Stmts ")"` |
| `semantics/syntax.k` | 56 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Stmts ::= List{Stmt, ""}` |
| `semantics/syntax.k` | 57 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Params ::= "Params" "(" ParamNames ")"` |
| `semantics/syntax.k` | 58 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax CellVars ::= "CellVars" "(" ParamNames ")"` |
| `semantics/syntax.k` | 59 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax FreeVars ::= "FreeVars" "(" ParamNames ")"` |
| `semantics/syntax.k` | 60 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax ParamNames ::= List{String, ","}` |
| `semantics/syntax.k` | 61 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax Module ::= "Module" "(" Stmts ")"` |
| `semantics/tuple.k` | 10 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>` |
| `semantics/tuple.k` | 11 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>` |
| `semantics/tuple.k` | 14 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax ApplyK ::= "toTuple"` |
| `semantics/tuple.k` | 15 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>` |
| `semantics/tuple.k` | 16 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>` |
| `semantics/tuple.k` | 18 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule applyCmp("==", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B` |
| `semantics/tuple.k` | 20 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(LV:Val, CmpOp("in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>` |
| `semantics/tuple.k` | 21 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Compare(LV:Val, CmpOp("not in", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>` |
| `semantics/tuple.k` | 23 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyMethod(tuple(VS:ValSeq), "index", V:Val, .Vals) => idxOfVS(VS, V, 0)` |
| `semantics/tuple.k` | 24 | syntax | function | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]` |
| `semantics/tuple.k` | 25 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V` |
| `semantics/tuple.k` | 26 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)` |
| `semantics/tuple.k` | 28 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule applyCmp("!=", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)` |
| `semantics/tuple.k` | 31 | syntax | — | ACCEPT—declaration/strictness used by submitted constructors | `syntax KItem ::= #bindTgt(Expr, Val)` |
| `semantics/tuple.k` | 32 | rule | — | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L \|-> scope(M:Map => M [ X <- V ], _) ... </scopes>` |
| `semantics/tuple.k` | 35 | rule | priority(40) | ACCEPT—relevant operational/equational rule; path and state checked | `rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L \|-> scope(M:Map, _) ... </scopes> requires "$cells" in_keys(M) andBool pnMember(X, cellsOf({M["$cells"]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]` |
| `semantics/tuple.k` | 42 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| `semantics/tuple.k` | 43 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| `semantics/tuple.k` | 44 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/tuple.k` | 49 | syntax | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `syntax KItem ::= #unpackSeq(Exprs, ValSeq)` |
| `semantics/tuple.k` | 50 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| `semantics/tuple.k` | 51 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>` |
| `semantics/tuple.k` | 52 | rule | priority(40) | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H \|-> V:Val ... </heap> [priority(40)]` |
| `semantics/tuple.k` | 55 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>` |
| `semantics/tuple.k` | 57 | rule | — | UNREACHED—no constructor/path from submitted function; no proof dependency | `rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>` |
| `verification.k` | 8 | syntax | function, total | ACCEPT—defined proof summary; exhaustive equations checked | `syntax IntSeq ::= keptAcc(IntSeq, IntSeq, IntSeq) [function, total]` |
| `verification.k` | 9 | rule | — | ACCEPT—truthful guarded recursive equation | `rule keptAcc(.IntSeq, _:IntSeq, A:IntSeq) => A` |
| `verification.k` | 10 | rule | simplification | ACCEPT—truthful guarded recursive equation | `rule keptAcc(iCons(X:Int, XS:IntSeq), C:IntSeq, A:IntSeq) => keptAcc(XS, C, A) requires strContains(iCons(X, .IntSeq), C) [simplification]` |
| `verification.k` | 14 | rule | simplification | ACCEPT—truthful guarded recursive equation | `rule keptAcc(iCons(X:Int, XS:IntSeq), C:IntSeq, A:IntSeq) => keptAcc(XS, C, seqConcat(A, iCons(X, .IntSeq))) requires notBool strContains(iCons(X, .IntSeq), C) [simplification]` |
| `verification.k` | 20 | syntax | function, total | ACCEPT—defined proof summary; exhaustive equations checked | `syntax IntSeq ::= reversedKeptAcc(IntSeq, IntSeq, IntSeq) [function, total]` |
| `verification.k` | 21 | rule | — | ACCEPT—truthful guarded recursive equation | `rule reversedKeptAcc(.IntSeq, _:IntSeq, A:IntSeq) => A` |
| `verification.k` | 22 | rule | simplification | ACCEPT—truthful guarded recursive equation | `rule reversedKeptAcc(iCons(X:Int, XS:IntSeq), C:IntSeq, A:IntSeq) => reversedKeptAcc(XS, C, A) requires strContains(iCons(X, .IntSeq), C) [simplification]` |
| `verification.k` | 26 | rule | simplification | ACCEPT—truthful guarded recursive equation | `rule reversedKeptAcc(iCons(X:Int, XS:IntSeq), C:IntSeq, A:IntSeq) => reversedKeptAcc(XS, C, iCons(X, A)) requires notBool strContains(iCons(X, .IntSeq), C) [simplification]` |
| `verification.k` | 33 | syntax | function, total | ACCEPT—defined proof summary; exhaustive equations checked | `syntax Val ::= lastCharacter(IntSeq, Val) [function, total]` |
| `verification.k` | 34 | rule | — | ACCEPT—truthful guarded recursive equation | `rule lastCharacter(.IntSeq, V:Val) => V` |
| `verification.k` | 35 | rule | — | ACCEPT—truthful guarded recursive equation | `rule lastCharacter(iCons(X:Int, XS:IntSeq), _:Val) => lastCharacter(XS, str(iCons(X, .IntSeq)))` |
| `verification.k` | 44 | rule | priority(40) | ACCEPT—operational bridge exactly copies proved LOOP-SPEC claim | `rule <k> #loop( str(S:IntSeq), Name("character"), If( Compare(Name("character"), CmpOp("not in", Name("c"))), AugAssign(Name("result"), "+", Name("character")) Assign( Name("reversed_result"), BinOp("+", Name("character"), Name("reversed_result"))), .Stmts)) => .K ... </k> <env> L:Int </env> <scopes> ... L \|-> ( scope( ( "s" \|-> str(ORIG:IntSeq) "c" \|-> str(C:IntSeq) "result" \|-> str(A:IntSeq) "reversed_result" \|-> str(RA:IntSeq) "character" \|-> V:Val ), P:Parent) => scope( ( "s" \|-> str(ORIG) "c" \|-> str(C) "result" \|-> str(keptAcc(S, C, A)) "reversed_result" \|-> str(reversedKeptAcc(S, C, RA)) "character" \|-> lastCharacter(S, V) ), P) ) ... </scopes> [priority(40)]` |
| `spec.k` | 6 | claim | — | TARGET—reachability obligation, not an assumed extension | `claim <k> #loop( str(S:IntSeq), Name("character"), If( Compare(Name("character"), CmpOp("not in", Name("c"))), AugAssign(Name("result"), "+", Name("character")) Assign( Name("reversed_result"), BinOp("+", Name("character"), Name("reversed_result"))), .Stmts)) => .K ... </k> <env> L:Int </env> <scopes> ... L \|-> ( scope( ( "s" \|-> str(ORIG:IntSeq) "c" \|-> str(C:IntSeq) "result" \|-> str(A:IntSeq) "reversed_result" \|-> str(RA:IntSeq) "character" \|-> V:Val ), P:Parent) => scope( ( "s" \|-> str(ORIG) "c" \|-> str(C) "result" \|-> str(keptAcc(S, C, A)) "reversed_result" \|-> str(reversedKeptAcc(S, C, RA)) "character" \|-> lastCharacter(S, V) ), P) ) ... </scopes>` |
| `spec.k` | 46 | claim | — | TARGET—reachability obligation, not an assumed extension | `claim <k> Call( closureVal( ("s", "c"), Assign(Name("result"), Str("")) Assign(Name("reversed_result"), Str("")) Assign(Name("character"), Str("")) For( Name("character"), Name("s"), If( Compare(Name("character"), CmpOp("not in", Name("c"))), AugAssign(Name("result"), "+", Name("character")) Assign( Name("reversed_result"), BinOp("+", Name("character"), Name("reversed_result"))), .Stmts)) Return( TupleExpr( Name("result"), Compare( Name("result"), CmpOp("==", Name("reversed_result"))))), 0), str(S:IntSeq), str(C:IntSeq)) => tuple( vCons( str(keptAcc(S, C, .IntSeq)), vCons( keptAcc(S, C, .IntSeq) ==K reversedKeptAcc(S, C, .IntSeq), .ValSeq))) ... </k> <env> 0 </env> <scopes> 0 \|-> scope(.Map, parent(-1)) -1 \|-> builtinsScope </scopes> <scopeLoc> 1 </scopeLoc> <heap> .Map </heap> <heapLoc> 0 </heapLoc> <stack> .List </stack> <ret> noRet </ret> <exc> NoExc </exc> <exit-code> 0 </exit-code>` |
