id	file	start_line	end_line	kind	attributes	relevance	decision	justification	sentence
K-0905	semantics/tuple.k	11	11	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
K-0906	semantics/tuple.k	14	14	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"syntax ApplyK ::= ""toTuple"""
K-0907	semantics/tuple.k	15	15	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
K-0908	semantics/tuple.k	16	16	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
K-0909	semantics/tuple.k	18	18	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"
K-0910	semantics/tuple.k	20	20	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> Compare(LV:Val, CmpOp(""in"",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"
K-0911	semantics/tuple.k	21	21	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"
K-0912	semantics/tuple.k	23	23	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"
K-0913	semantics/tuple.k	24	24	syntax	function	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
K-0914	semantics/tuple.k	25	25	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
K-0915	semantics/tuple.k	26	27	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)\n       requires notBool (A ==K V)
K-0916	semantics/tuple.k	28	28	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"
K-0917	semantics/tuple.k	31	31	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #bindTgt(Expr, Val)
K-0918	semantics/tuple.k	32	34	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K-0919	semantics/tuple.k	35	41	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>\n       <env> L:Int </env>\n       <scopes> ... L |-> scope(M:Map, _) ... </scopes>\n       requires ""$cells"" in_keys(M)\n        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))\n        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)\n       [priority(40)]"
K-0920	semantics/tuple.k	42	42	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0921	semantics/tuple.k	43	43	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K-0922	semantics/tuple.k	44	46	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
K-0923	semantics/tuple.k	49	49	syntax	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
K-0924	semantics/tuple.k	50	50	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0925	semantics/tuple.k	51	51	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K-0926	semantics/tuple.k	52	54	rule	priority	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>\n       <heap> ... H |-> V:Val ... </heap>\n       [priority(40)]
K-0927	semantics/tuple.k	55	56	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))\n        => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
K-0928	semantics/tuple.k	57	57	rule	-	SUPPLIED_OFF_PATH	ACCEPT	Fixed supplied-semantics declaration/rule for a constructor absent from the exact submitted program and target claims. Source review found no task-answer encoding, cross-sort overlap, or concrete false conclusion relevant to the int/list/function/while domain.	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
K-0929	verification.k	6	6	syntax	macro	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	"syntax Expr ::= ""pileCondition"" [macro]"
K-0930	verification.k	7	8	rule	-	MATERIAL_PROOF	ACCEPT	Exact syntax macro for the submitted condition/body/function/module; macro-expanded constructor identity was machine checked.	"rule pileCondition\n    => Compare(Name(""i""), CmpOp(""<"", Name(""n"")))"
K-0931	verification.k	10	10	syntax	macro	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	"syntax Stmts ::= ""pileLoopBody"" [macro]"
K-0932	verification.k	11	16	rule	-	MATERIAL_PROOF	ACCEPT	Exact syntax macro for the submitted condition/body/function/module; macro-expanded constructor identity was machine checked.	"rule pileLoopBody\n    => Expr(\n         Call(\n           Attribute(Name(""stones""), ""append""),\n           BinOp(""+"", Name(""n""), BinOp(""*"", Int(2), Name(""i"")))))\n       AugAssign(Name(""i""), ""+"", Int(1))"
K-0933	verification.k	18	18	syntax	macro	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	"syntax Stmts ::= ""pileBody"" [macro]"
K-0934	verification.k	19	23	rule	-	MATERIAL_PROOF	ACCEPT	Exact syntax macro for the submitted condition/body/function/module; macro-expanded constructor identity was machine checked.	"rule pileBody\n    => Assign(Name(""stones""), ListExpr(.Exprs))\n       Assign(Name(""i""), Int(0))\n       While(pileCondition, pileLoopBody)\n       Return(Name(""stones""))"
K-0935	verification.k	25	25	syntax	macro	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	"syntax Val ::= ""pileClosure"" [macro]"
K-0936	verification.k	26	26	rule	-	MATERIAL_PROOF	ACCEPT	Exact syntax macro for the submitted condition/body/function/module; macro-expanded constructor identity was machine checked.	"rule pileClosure => closureVal((""n"", .ParamNames), pileBody, 0)"
K-0937	verification.k	28	28	syntax	macro	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	"syntax Module ::= ""pileModule"" [macro]"
K-0938	verification.k	29	30	rule	-	MATERIAL_PROOF	ACCEPT	Exact syntax macro for the submitted condition/body/function/module; macro-expanded constructor identity was machine checked.	"rule pileModule\n    => Module(FuncDef(""make_a_pile"", Params(""n""), pileBody))"
K-0939	verification.k	34	34	syntax	function,total	MATERIAL_PROOF	ACCEPT	Proof-local declaration. Macros were mechanically expanded; pile is a guarded definitional summary and not an execution rewrite.	syntax ValSeq ::= pile(Int, Int) [function, total]
K-0940	verification.k	35	36	rule	-	MATERIAL_PROOF	ACCEPT	Disjoint and exhaustive integer equations for the finite arithmetic suffix; recursive branch strictly increases I toward N.	rule pile(N:Int, I:Int) => .ValSeq\n    requires I >=Int N
K-0941	verification.k	37	39	rule	-	MATERIAL_PROOF	ACCEPT	Disjoint and exhaustive integer equations for the finite arithmetic suffix; recursive branch strictly increases I toward N.	rule pile(N:Int, I:Int)\n    => vCons(N +Int (2 *Int I), pile(N, I +Int 1))\n    requires I <Int N
