id	source	start_line	end_line	kind	classification	attributes	decision	decision_basis	normalized_source
K0923	semantics/sort.k	31	33	rule	concrete-rule	concrete	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule insVSs(A:IntSeq, vCons(str(B:IntSeq), R:ValSeq)) => vCons(str(B), insVSs(A, R)) requires notBool (strLt(A, B) orBool A ==K B) [concrete]
K0924	semantics/sort.k	36	38	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), .Vals)) => #alloc(list(sortVS(VS))) ... </k>"
K0925	semantics/sort.k	40	43	rule	priority-rule	priority	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(boundMethodV(ref(H:Int), ""sort"")), .Vals) => noneV ... </k> <heap> ... H |-> list(VS:ValSeq => sortVS(VS)) ... </heap> [priority(40)]"
K0926	semantics/sort.k	49	49	syntax	opaque-function-declaration	function,total,no-evaluators,symbol	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ValSeq ::= sortKeyVS(ValSeq, Val) [function, total, symbol(sortKeyVS), no-evaluators]
K0927	semantics/sort.k	51	52	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ValSeq ::= revVS(ValSeq) [function, total] | revVSAcc(ValSeq, ValSeq) [function, total]
K0928	semantics/sort.k	53	53	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule revVS(S:ValSeq) => revVSAcc(S, .ValSeq)
K0929	semantics/sort.k	54	54	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule revVSAcc(.ValSeq, A:ValSeq) => A
K0930	semantics/sort.k	55	55	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule revVSAcc(vCons(V:Val, R:ValSeq), A:ValSeq) => revVSAcc(R, vCons(V, A))
K0931	semantics/sort.k	57	57	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax ValSeq ::= condRev(ValSeq, Bool) [function, total]
K0932	semantics/sort.k	58	58	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule condRev(S:ValSeq, false) => S
K0933	semantics/sort.k	59	59	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule condRev(S:ValSeq, true) => revVS(S)
K0934	semantics/sort.k	61	62	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), .Vals)) => #alloc(list(sortKeyVS(VS, KV))) ... </k>"
K0935	semantics/sort.k	63	64	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"
K0936	semantics/sort.k	65	67	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"
K0937	semantics/sort.k	72	72	endmodule	endmodule		STRUCTURE	Supplied-semantics assembly/module structure.	endmodule
K0938	semantics/str.k	3	3	module	module		STRUCTURE	Supplied-semantics assembly/module structure.	module MPY-STR
K0939	semantics/str.k	4	4	imports	imports		STRUCTURE	Supplied-semantics assembly/module structure.	imports MPY-CORE
K0940	semantics/str.k	5	6	imports	imports		STRUCTURE	Supplied-semantics assembly/module structure.	imports MPY-ITER
K0941	semantics/str.k	8	8	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterNext(str(.IntSeq)) => #iterDone ... </k>
K0942	semantics/str.k	9	11	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>
K0943	semantics/str.k	13	13	syntax	function-declaration	function	ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax IntSeq ::= strToCodes(String) [function]
K0944	semantics/str.k	14	14	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule <k> Str(S:String) => str(strToCodes(S)) ... </k>
K0945	semantics/str.k	15	15	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule strToCodes("""") => .IntSeq"
K0946	semantics/str.k	16	18	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"
K0947	semantics/str.k	20	20	syntax	function-declaration	function,total	ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]
K0948	semantics/str.k	21	21	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule seqConcat(.IntSeq, T:IntSeq) => T
K0949	semantics/str.k	22	22	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))
K0950	semantics/str.k	24	24	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule applyBin(""+"", str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"
K0951	semantics/str.k	25	25	rule	ordinary-rule		ACCEPTED_USED_BASELINE	Reachable on the submitted function/loop path and manually traced against the supplied subset semantics; no false-conclusion witness found.	"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"
K0952	semantics/str.k	26	27	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"
K0953	semantics/str.k	29	29	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""in"", str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"
K0954	semantics/str.k	30	30	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"
K0955	semantics/str.k	32	32	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]
K0956	semantics/str.k	33	33	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strPrefix(.IntSeq, _:IntSeq) => true
K0957	semantics/str.k	34	34	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0958	semantics/str.k	35	35	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)
K0959	semantics/str.k	37	37	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]
K0960	semantics/str.k	38	38	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strContains(P:IntSeq, X:IntSeq) => true requires strPrefix(P, X)
K0961	semantics/str.k	39	39	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strContains(P:IntSeq, .IntSeq) => false requires notBool strPrefix(P, .IntSeq)
K0962	semantics/str.k	40	42	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))
K0963	semantics/str.k	48	48	syntax	function-declaration	function,total	ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]
K0964	semantics/str.k	49	49	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strLt(.IntSeq, .IntSeq) => false
K0965	semantics/str.k	50	50	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true
K0966	semantics/str.k	51	51	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false
K0967	semantics/str.k	52	52	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true requires A <Int B
K0968	semantics/str.k	53	53	rule	ordinary-rule		ACCEPTED_UNUSED_BASELINE	Byte-identical supplied-semantics declaration not reached by the target claim on bit-string inputs; static scan found no witness affecting the intended theorem domain.	rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false requires A >Int B
