id	file	line	kind	origin	flags	statement	audit_disposition	reason
969	reference-semantics/semantics/syntax.k	9	syntax	SUPPLIED_FIXED_SEMANTICS	macro,strict,seqstrict	"syntax Expr ::= ""Int"" ""("" Int "")"" | ""Float"" ""("" Float "")"" | ""Bool"" ""("" Bool "")"" | ""Name"" ""("" String "")"" | ""Str"" ""("" String "")"" | ""UnaryOp"" ""("" String "","" Expr "")"" [strict(2)] | ""BinOp"" ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)] | ""BoolOp"" ""("" String "","" Exprs "")"" | ""ListExpr"" ""("" Exprs "")"" | ""DictExpr"" ""("" Entries "")"" | ""ListComp"" ""("" Expr "","" CompFors "")"" [macro] | ""GenExp"" ""("" Expr "","" CompFors "")"" [macro] | ""TupleExpr"" ""("" Exprs "")"" | ""Subscript"" ""("" Expr "","" Index "")"" | ""IfExp"" ""("" Expr "","" Expr "","" Expr "")"" [strict(1)] | ""Lambda"" ""("" Params "","" Expr "")"" | ""KwArg"" ""("" String "","" Expr "")"" | ""Lambda"" ""("" Params "","" CellVars "","" FreeVars "","" Expr "")"" | ""NoneVal"" | ""Call"" ""("" Expr "","" Exprs "")"" | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)] | ""Compare"" ""("" Expr "","" CmpOp "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
970	reference-semantics/semantics/syntax.k	32	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax CmpOp ::= ""CmpOp"" ""("" String "","" Expr "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
971	reference-semantics/semantics/syntax.k	33	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Entry ::= ""Entry"" ""("" Expr "","" Expr "")"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
972	reference-semantics/semantics/syntax.k	34	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Entries ::= List{Entry, "",""}"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
973	reference-semantics/semantics/syntax.k	35	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax CompFor ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
974	reference-semantics/semantics/syntax.k	36	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax CompFors ::= List{CompFor, """"}"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
975	reference-semantics/semantics/syntax.k	37	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Exprs ::= List{Expr, "",""}"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
976	reference-semantics/semantics/syntax.k	38	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Index ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
977	reference-semantics/semantics/syntax.k	39	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Bound ::= Expr | ""NoBound"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
978	reference-semantics/semantics/syntax.k	41	syntax	SUPPLIED_FIXED_SEMANTICS	strict	"syntax Stmt ::= ""Assign"" ""("" Expr "","" Expr "")"" [strict(2)] | ""Import"" ""("" String "")"" | ""ImportFrom"" ""("" String "","" ParamNames "")"" | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)] | ""For"" ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)] | ""While"" ""("" Expr "","" Stmts "")"" | ""Break"" | ""Continue"" | ""If"" ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)] | ""Return"" ""("" Expr "")"" [strict] | ""Assert"" ""("" Expr "")"" [strict] | ""Expr"" ""("" Expr "")"" [strict] | ""FuncDef"" ""("" String "","" Params "","" Stmts "")"" | ""FuncDef"" ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
979	reference-semantics/semantics/syntax.k	56	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Stmts ::= List{Stmt, """"}"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
980	reference-semantics/semantics/syntax.k	57	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Params ::= ""Params"" ""("" ParamNames "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
981	reference-semantics/semantics/syntax.k	58	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax CellVars ::= ""CellVars"" ""("" ParamNames "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
982	reference-semantics/semantics/syntax.k	59	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax FreeVars ::= ""FreeVars"" ""("" ParamNames "")"""	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
983	reference-semantics/semantics/syntax.k	60	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax ParamNames ::= List{String, "",""}"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
984	reference-semantics/semantics/syntax.k	61	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax Module ::= ""Module"" ""("" Stmts "")"" endmodule"	RELEVANT_FIXED_SEMANTICS_REVIEWED	immutable supplied rule/declaration on the submitted execution path; checked in the constructor map and concrete/symbolic runs
985	reference-semantics/semantics/tuple.k	3	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY-TUPLE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
986	reference-semantics/semantics/tuple.k	4	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
987	reference-semantics/semantics/tuple.k	5	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
988	reference-semantics/semantics/tuple.k	6	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-LIST	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
989	reference-semantics/semantics/tuple.k	7	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-METHODS	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
990	reference-semantics/semantics/tuple.k	10	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
991	reference-semantics/semantics/tuple.k	11	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
992	reference-semantics/semantics/tuple.k	14	syntax	SUPPLIED_FIXED_SEMANTICS	-	"syntax ApplyK ::= ""toTuple"""	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
993	reference-semantics/semantics/tuple.k	15	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
994	reference-semantics/semantics/tuple.k	16	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
995	reference-semantics/semantics/tuple.k	18	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
996	reference-semantics/semantics/tuple.k	20	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule <k> Compare(LV:Val, CmpOp(""in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
997	reference-semantics/semantics/tuple.k	21	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
998	reference-semantics/semantics/tuple.k	23	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
999	reference-semantics/semantics/tuple.k	24	syntax	SUPPLIED_FIXED_SEMANTICS	function	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1000	reference-semantics/semantics/tuple.k	25	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1001	reference-semantics/semantics/tuple.k	26	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1002	reference-semantics/semantics/tuple.k	28	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1003	reference-semantics/semantics/tuple.k	31	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #bindTgt(Expr, Val)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1004	reference-semantics/semantics/tuple.k	32	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1005	reference-semantics/semantics/tuple.k	35	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1006	reference-semantics/semantics/tuple.k	42	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1007	reference-semantics/semantics/tuple.k	43	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1008	reference-semantics/semantics/tuple.k	44	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1009	reference-semantics/semantics/tuple.k	49	syntax	SUPPLIED_FIXED_SEMANTICS	-	syntax KItem ::= #unpackSeq(Exprs, ValSeq)	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1010	reference-semantics/semantics/tuple.k	50	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1011	reference-semantics/semantics/tuple.k	51	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1012	reference-semantics/semantics/tuple.k	52	rule	SUPPLIED_FIXED_SEMANTICS	priority,ordinary-rule	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1013	reference-semantics/semantics/tuple.k	55	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1014	reference-semantics/semantics/tuple.k	57	rule	SUPPLIED_FIXED_SEMANTICS	ordinary-rule	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k> endmodule	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1015	reference-semantics/semantics.k	58	module	SUPPLIED_FIXED_SEMANTICS	-	module MPY	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1016	reference-semantics/semantics.k	59	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-CORE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1017	reference-semantics/semantics.k	60	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-ITER	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1018	reference-semantics/semantics.k	61	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-RANGE	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1019	reference-semantics/semantics.k	62	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-OPERATORS	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
1020	reference-semantics/semantics.k	63	imports	SUPPLIED_FIXED_SEMANTICS	-	imports MPY-INT	FIXED_SEMANTICS_INERT_FOR_TARGET	immutable supplied language rule/declaration is unreachable from every constructor in solution.mpy; no target conclusion depends on it
