id	source	module	start_line	end_line	kind	flags	decision	basis
K1110	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	41	54	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1111	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	56	56	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1112	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	57	57	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1113	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	58	58	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1114	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	59	59	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1115	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	60	60	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1116	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	61	61	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1123	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	10	10	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1124	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	11	13	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1125	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	14	14	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1126	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	15	15	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1127	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	16	16	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1128	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	18	19	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1129	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	20	20	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1130	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	21	22	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1131	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	23	23	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1132	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	24	24	syntax	function	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1133	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	25	25	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1134	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	26	26	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1136	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	28	30	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1137	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	31	31	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1138	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	32	34	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1139	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	35	37	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1141	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	42	42	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1142	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	43	43	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1143	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	44	48	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1144	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	49	49	syntax		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1145	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	50	50	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1146	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	51	51	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1147	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	52	54	rule	priority	ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1148	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	55	56	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1149	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	57	57	rule		ACCEPTED_SELECTED_BASELINE	Byte-identical to the trusted supplied-semantics entry. Candidate did not add or alter it. Used-path rules receive the detailed execution/order/state review in used-rule-map.md; unused rules do not contribute to this theorem.
K1204	/candidate/verification.k	SORT-ARRAY-VERIFICATION	8	8	syntax	function,total	SOUND_CANDIDATE_EXTENSION	SOUND: total zero-argument definitional name for the exact translated lambda.
K1205	/candidate/verification.k	SORT-ARRAY-VERIFICATION	9	19	rule		SOUND_CANDIDATE_EXTENSION	SOUND: expands to the exact Lambda AST in submitted solution.mpy; no execution is skipped.
K1206	/candidate/verification.k	SORT-ARRAY-VERIFICATION	21	21	syntax	function,total	SOUND_CANDIDATE_EXTENSION	SOUND: total zero-argument definitional name for the exact translated function body.
K1207	/candidate/verification.k	SORT-ARRAY-VERIFICATION	22	27	rule		SOUND_CANDIDATE_EXTENSION	SOUND: expands to the exact nested sorted/keyword-return body; no operational bridge.
K1208	/candidate/verification.k	SORT-ARRAY-VERIFICATION	29	29	syntax	function,total	SOUND_CANDIDATE_EXTENSION	SOUND: total zero-argument definitional name for the exact unannotated function closure.
K1209	/candidate/verification.k	SORT-ARRAY-VERIFICATION	30	31	rule		SOUND_CANDIDATE_EXTENSION	SOUND: closure parameter, body, and defining scope match module loading at scope 0.
K1210	/candidate/verification.k	SORT-ARRAY-VERIFICATION	33	33	syntax	function,total	SOUND_CANDIDATE_EXTENSION	SOUND: total zero-argument definitional name for the exact submitted translated module.
K1211	/candidate/verification.k	SORT-ARRAY-VERIFICATION	34	39	rule		SOUND_CANDIDATE_EXTENSION	SOUND: module contains exactly sort_array with the exact parameter and named body.
K1212	/candidate/verification.k	SORT-ARRAY-VERIFICATION	40	40	syntax	function,total	SOUND_CANDIDATE_EXTENSION	SOUND: total zero-argument definitional name for the closure produced by the exact lambda.
K1213	/candidate/verification.k	SORT-ARRAY-VERIFICATION	41	52	rule		SOUND_CANDIDATE_EXTENSION	SOUND: exact closureValC result of the annotated lambda with empty cell/free-variable maps.
