id	source	module	start_line	end_line	kind	attributes	flags	disposition	text
K1081	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	103	103	rule			fixed-supplied-semantics	  rule clampHi(I:Int, LEN:Int, _STEP:Int) => I
K1082	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	104	104	requires			fixed-supplied-semantics	       requires I  <Int LEN
K1083	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	105	105	rule			fixed-supplied-semantics	  rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi
K1084	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	106	108	requires			fixed-supplied-semantics	"       requires I >=Int LEN

  // ==== build the strided sub-sequence (indices in range by construction) ===="
K1085	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	109	109	syntax	function	function	fixed-supplied-semantics	  syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K1086	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	110	111	rule			fixed-supplied-semantics	"  rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int)
    => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP))"
K1087	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	112	112	requires			fixed-supplied-semantics	       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K1088	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	113	113	rule			fixed-supplied-semantics	  rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq
K1089	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	114	114	requires			fixed-supplied-semantics	       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K1090	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	116	116	syntax	function	function	fixed-supplied-semantics	  syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K1091	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	117	118	rule			fixed-supplied-semantics	"  rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int)
    => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP))"
K1092	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	119	119	requires			fixed-supplied-semantics	       requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K1093	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	120	120	rule			fixed-supplied-semantics	  rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq
K1094	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	121	121	requires			fixed-supplied-semantics	       requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K1095	/candidate/reference-semantics/semantics/subscript.k	MPY-SUBSCRIPT	122	122	endmodule			fixed-supplied-semantics	endmodule
K1096	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	3	3	module			fixed-supplied-semantics	module MPY-SYNTAX
K1097	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	4	4	imports			fixed-supplied-semantics	  imports INT-SYNTAX
K1098	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	5	5	imports			fixed-supplied-semantics	  imports FLOAT-SYNTAX
K1099	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	6	6	imports			fixed-supplied-semantics	  imports BOOL-SYNTAX
K1100	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	7	7	imports			fixed-supplied-semantics	  imports STRING-SYNTAX
K1101	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	9	30	syntax	strict(2); seqstrict(2, 3); macro; macro; strict(1); strict(1)	macro	fixed-supplied-semantics	"  syntax Expr ::= ""Int""      ""("" Int "")""
                | ""Float""    ""("" Float "")""
                | ""Bool""     ""("" Bool "")""
                | ""Name""     ""("" String "")""
                | ""Str""      ""("" String "")""
                | ""UnaryOp""  ""("" String "","" Expr "")"" [strict(2)]
                | ""BinOp""    ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)]
                | ""BoolOp""    ""("" String "","" Exprs "")""
                | ""ListExpr""  ""("" Exprs "")""
                | ""DictExpr""  ""("" Entries "")""
                | ""ListComp""  ""("" Expr "","" CompFors "")"" [macro]
                | ""GenExp""    ""("" Expr "","" CompFors "")"" [macro]
                | ""TupleExpr"" ""("" Exprs "")""
                | ""Subscript"" ""("" Expr "","" Index "")""
                | ""IfExp""     ""("" Expr "","" Expr "","" Expr "")"" [strict(1)]
                | ""Lambda""    ""("" Params "","" Expr "")""
                | ""KwArg""     ""("" String "","" Expr "")""
                | ""Lambda""    ""("" Params "","" CellVars "","" FreeVars "","" Expr "")""
                | ""NoneVal""
                | ""Call""      ""("" Expr "","" Exprs "")""
                | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)]
                | ""Compare""   ""("" Expr "","" CmpOp "")"""
K1102	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	32	32	syntax			fixed-supplied-semantics	"  syntax CmpOp    ::= ""CmpOp"" ""("" String "","" Expr "")"""
K1103	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	33	33	syntax			fixed-supplied-semantics	"  syntax Entry    ::= ""Entry"" ""("" Expr "","" Expr "")"""
K1104	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	34	34	syntax			fixed-supplied-semantics	"  syntax Entries  ::= List{Entry, "",""}"
K1105	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	35	35	syntax			fixed-supplied-semantics	"  syntax CompFor  ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
K1106	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	36	36	syntax			fixed-supplied-semantics	"  syntax CompFors ::= List{CompFor, """"}"
K1107	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	37	37	syntax			fixed-supplied-semantics	"  syntax Exprs    ::= List{Expr, "",""}"
K1108	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	38	38	syntax			fixed-supplied-semantics	"  syntax Index    ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
K1109	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	39	39	syntax			fixed-supplied-semantics	"  syntax Bound    ::= Expr | ""NoBound"""
K1110	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	41	54	syntax	strict(2); strict(3); strict(2); strict(1); strict; strict; strict		fixed-supplied-semantics	"  syntax Stmt ::= ""Assign""    ""("" Expr "","" Expr "")"" [strict(2)]
                | ""Import""    ""("" String "")""
                | ""ImportFrom"" ""("" String "","" ParamNames "")""
                | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)]
                | ""For""       ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)]
                | ""While""     ""("" Expr "","" Stmts "")""
                | ""Break""
                | ""Continue""
                | ""If""        ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)]
                | ""Return""    ""("" Expr "")"" [strict]
                | ""Assert""    ""("" Expr "")"" [strict]
                | ""Expr""      ""("" Expr "")"" [strict]
                | ""FuncDef""   ""("" String "","" Params "","" Stmts "")""
                | ""FuncDef""   ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""
K1111	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	56	56	syntax			fixed-supplied-semantics	"  syntax Stmts      ::= List{Stmt, """"}"
K1112	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	57	57	syntax			fixed-supplied-semantics	"  syntax Params     ::= ""Params"" ""("" ParamNames "")"""
K1113	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	58	58	syntax			fixed-supplied-semantics	"  syntax CellVars   ::= ""CellVars"" ""("" ParamNames "")"""
K1114	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	59	59	syntax			fixed-supplied-semantics	"  syntax FreeVars   ::= ""FreeVars"" ""("" ParamNames "")"""
K1115	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	60	60	syntax			fixed-supplied-semantics	"  syntax ParamNames ::= List{String, "",""}"
K1116	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	61	61	syntax			fixed-supplied-semantics	"  syntax Module     ::= ""Module"" ""("" Stmts "")"""
K1117	/candidate/reference-semantics/semantics/syntax.k	MPY-SYNTAX	62	62	endmodule			fixed-supplied-semantics	endmodule
K1118	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	3	3	module			fixed-supplied-semantics	module MPY-TUPLE
K1119	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	4	4	imports			fixed-supplied-semantics	  imports MPY-CORE
K1120	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	5	5	imports			fixed-supplied-semantics	  imports MPY-ITER
K1121	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	6	6	imports			fixed-supplied-semantics	  imports MPY-LIST
K1122	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	7	9	imports			fixed-supplied-semantics	"  imports MPY-METHODS

  // ==== iteration (the iterator protocol's tuple case) ======================"
K1123	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	10	10	rule			fixed-supplied-semantics	  rule <k> #iterNext(tuple(.ValSeq))                => #iterDone ... </k>
K1124	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	11	13	rule			fixed-supplied-semantics	"  rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>

  // ==== TupleExpr: tuple(ValSeq) literal + == != ==========================="
K1125	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	14	14	syntax			fixed-supplied-semantics	"  syntax ApplyK ::= ""toTuple"""
K1126	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	15	15	rule			fixed-supplied-semantics	  rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
K1127	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	16	16	rule			fixed-supplied-semantics	  rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
K1128	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	18	19	rule			fixed-supplied-semantics	"  rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B
  // membership routes through the same k-cell fold as lists (list.k)"
K1129	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	20	20	rule			fixed-supplied-semantics	"  rule <k> Compare(LV:Val, CmpOp(""in"",     tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"
K1130	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	21	22	rule			fixed-supplied-semantics	"  rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>
  // t.index(v): first index of v (ValueError out of subset)"
K1131	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	23	23	rule			fixed-supplied-semantics	"  rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"
K1132	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	24	24	syntax	function	function	fixed-supplied-semantics	  syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
K1133	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	25	25	rule			fixed-supplied-semantics	  rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
K1134	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	26	26	rule			fixed-supplied-semantics	  rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1)
K1135	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	27	27	requires			fixed-supplied-semantics	       requires notBool (A ==K V)
K1136	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	28	30	rule			fixed-supplied-semantics	"  rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)

  // ==== target binding: bind a Name or a TupleExpr target to a value ========"
K1137	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	31	31	syntax			fixed-supplied-semantics	  syntax KItem ::= #bindTgt(Expr, Val)
K1138	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	32	34	rule	 X <- V 		fixed-supplied-semantics	"  rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>"
K1139	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	35	37	rule	X		fixed-supplied-semantics	"  rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k>
       <env> L:Int </env>
       <scopes> ... L |-> scope(M:Map, _) ... </scopes>"
K1140	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	38	41	requires	"""$cells""; X; priority(40)"	priority	fixed-supplied-semantics	"       requires ""$cells"" in_keys(M)
        andBool pnMember(X, cellsOf({M[""$cells""]}:>Val))
        andBool X in_keys(M) andBool isCellRef({M[X]}:>Val)
       [priority(40)]"
K1141	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	42	42	rule			fixed-supplied-semantics	  rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1142	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	43	43	rule			fixed-supplied-semantics	  rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K1143	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	44	48	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]

  // ==== unpacking: a, b = <tuple|list> (RHS evaluated by strictness) ========"
K1144	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	49	49	syntax			fixed-supplied-semantics	  syntax KItem ::= #unpackSeq(Exprs, ValSeq)
K1145	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	50	50	rule			fixed-supplied-semantics	  rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K1146	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	51	51	rule			fixed-supplied-semantics	  rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq))  => #unpackSeq(TS, VS) ... </k>
K1147	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	52	54	rule	priority(40)	priority	fixed-supplied-semantics	"  rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k>
       <heap> ... H |-> V:Val ... </heap>
       [priority(40)]"
K1148	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	55	56	rule			fixed-supplied-semantics	"  rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq))
        => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>"
K1149	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	57	57	rule			fixed-supplied-semantics	  rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
K1150	/candidate/reference-semantics/semantics/tuple.k	MPY-TUPLE	58	58	endmodule			fixed-supplied-semantics	endmodule
K1151	/candidate/reference-semantics/semantics.k		34	34	requires			fixed-supplied-semantics	"requires ""semantics/syntax.k"""
K1152	/candidate/reference-semantics/semantics.k		35	35	requires			fixed-supplied-semantics	"requires ""semantics/core.k"""
K1153	/candidate/reference-semantics/semantics.k		36	36	requires			fixed-supplied-semantics	"requires ""semantics/iter.k"""
K1154	/candidate/reference-semantics/semantics.k		37	37	requires			fixed-supplied-semantics	"requires ""semantics/range.k"""
K1155	/candidate/reference-semantics/semantics.k		38	38	requires			fixed-supplied-semantics	"requires ""semantics/operators.k"""
K1156	/candidate/reference-semantics/semantics.k		39	39	requires			fixed-supplied-semantics	"requires ""semantics/int.k"""
K1157	/candidate/reference-semantics/semantics.k		40	40	requires			fixed-supplied-semantics	"requires ""semantics/bool.k"""
K1158	/candidate/reference-semantics/semantics.k		41	41	requires			fixed-supplied-semantics	"requires ""semantics/float.k"""
K1159	/candidate/reference-semantics/semantics.k		42	42	requires			fixed-supplied-semantics	"requires ""semantics/str.k"""
K1160	/candidate/reference-semantics/semantics.k		43	43	requires			fixed-supplied-semantics	"requires ""semantics/set.k"""
K1161	/candidate/reference-semantics/semantics.k		44	44	requires			fixed-supplied-semantics	"requires ""semantics/list.k"""
K1162	/candidate/reference-semantics/semantics.k		45	45	requires			fixed-supplied-semantics	"requires ""semantics/tuple.k"""
K1163	/candidate/reference-semantics/semantics.k		46	46	requires			fixed-supplied-semantics	"requires ""semantics/subscript.k"""
K1164	/candidate/reference-semantics/semantics.k		47	47	requires			fixed-supplied-semantics	"requires ""semantics/comprehension.k"""
K1165	/candidate/reference-semantics/semantics.k		48	48	requires			fixed-supplied-semantics	"requires ""semantics/methods.k"""
K1166	/candidate/reference-semantics/semantics.k		49	49	requires			fixed-supplied-semantics	"requires ""semantics/controls.k"""
K1167	/candidate/reference-semantics/semantics.k		50	50	requires			fixed-supplied-semantics	"requires ""semantics/functions.k"""
K1168	/candidate/reference-semantics/semantics.k		51	51	requires			fixed-supplied-semantics	"requires ""semantics/builtins.k"""
K1169	/candidate/reference-semantics/semantics.k		52	52	requires			fixed-supplied-semantics	"requires ""semantics/call.k"""
K1170	/candidate/reference-semantics/semantics.k		53	53	requires			fixed-supplied-semantics	"requires ""semantics/sort.k"""
K1171	/candidate/reference-semantics/semantics.k		54	54	requires			fixed-supplied-semantics	"requires ""semantics/assert.k"""
K1172	/candidate/reference-semantics/semantics.k		55	55	requires			fixed-supplied-semantics	"requires ""semantics/dict.k"""
K1173	/candidate/reference-semantics/semantics.k		56	56	requires			fixed-supplied-semantics	"requires ""semantics/concrete.k"""
K1174	/candidate/reference-semantics/semantics.k	MPY	58	58	module			fixed-supplied-semantics	module MPY
K1175	/candidate/reference-semantics/semantics.k	MPY	59	59	imports			fixed-supplied-semantics	  imports MPY-CORE
K1176	/candidate/reference-semantics/semantics.k	MPY	60	60	imports			fixed-supplied-semantics	  imports MPY-ITER
