file	line	category	decision	declaration	rationale
reference-semantics/semantics/subscript.k	38	equational-rule	ACCEPTED_FIXED_PATH	rule applyIndex(list(VS:ValSeq),  I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	39	equational-rule	ACCEPTED_FIXED_PATH	rule applyIndex(tuple(VS:ValSeq), I:Int) => valSeqAt(VS, normIdx(I, vsLen(VS)))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	40	equational-rule	OUTSIDE_REACHABLE_PATH	rule applyIndex(str(IS:IntSeq),   I:Int) => str(iCons(intSeqAt(IS, normIdx(I, isLen(IS))), .IntSeq))	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
reference-semantics/semantics/subscript.k	44	syntax	ACCEPTED_FIXED_PATH	"syntax KItem ::= #evalB(Bound) | ""#toSome"" | #slLo(Val, Bound, Bound) | #slHi(Val, OptInt, Bound) | #slStep(Val, OptInt, OptInt)"	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	49	syntax	ACCEPTED_FIXED_PATH	"syntax OptInt ::= ""noB"" | someB(Int)"	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	50	operational-rule	ACCEPTED_FIXED_PATH	rule <k> #evalB(NoBound)  => noB ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	51	operational-rule	ACCEPTED_FIXED_PATH	rule <k> #evalB(E:Expr)   => E ~> #toSome ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	52	operational-rule	ACCEPTED_FIXED_PATH	rule <k> I:Int ~> #toSome => someB(I) ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	54	operational-rule	ACCEPTED_FIXED_PATH	rule <k> Subscript(OBJ:Val, Slice(LO:Bound, HI:Bound, ST:Bound)) => #evalB(LO) ~> #slLo(OBJ, HI, ST) ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	55	operational-rule	ACCEPTED_FIXED_PATH	rule <k> LO:OptInt ~> #slLo(OBJ:Val, HI:Bound, ST:Bound)   => #evalB(HI) ~> #slHi(OBJ, LO, ST) ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	56	operational-rule	ACCEPTED_FIXED_PATH	rule <k> HI:OptInt ~> #slHi(OBJ:Val, LO:OptInt, ST:Bound)  => #evalB(ST) ~> #slStep(OBJ, LO, HI) ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	58	operational-rule[priority]	ACCEPTED_FIXED_PATH	rule <k> ST:OptInt ~> #slStep(list(VS:ValSeq), LO:OptInt, HI:OptInt) => #alloc(doSlice(list(VS), LO, HI, ST)) ... </k> [priority(45)]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	61	operational-rule	ACCEPTED_FIXED_PATH	rule <k> ST:OptInt ~> #slStep(OBJ:Val, LO:OptInt, HI:OptInt) => doSlice(OBJ, LO, HI, ST) ... </k>	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	63	syntax[function]	ACCEPTED_FIXED_PATH	syntax Val ::= doSlice(Val, OptInt, OptInt, OptInt) [function]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	64	equational-rule	ACCEPTED_FIXED_PATH	rule doSlice(list(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => list(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	66	equational-rule	ACCEPTED_FIXED_PATH	rule doSlice(tuple(VS:ValSeq), LO:OptInt, HI:OptInt, ST:OptInt) => tuple(buildVS(VS, slStart(LO, ST, vsLen(VS)), slStop(HI, ST, vsLen(VS)), slStep(ST)))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	68	equational-rule	ACCEPTED_FIXED_PATH	rule doSlice(str(IS:IntSeq), LO:OptInt, HI:OptInt, ST:OptInt) => str(buildIS(IS, slStart(LO, ST, isLen(IS)), slStop(HI, ST, isLen(IS)), slStep(ST)))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	72	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Int ::= slStep(OptInt) [function, total]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	73	equational-rule	ACCEPTED_FIXED_PATH	rule slStep(noB)          => 1	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	74	equational-rule	ACCEPTED_FIXED_PATH	rule slStep(someB(S:Int)) => S	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	76	syntax[function]	ACCEPTED_FIXED_PATH	syntax Int ::= slStart(OptInt, OptInt, Int) [function]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	77	equational-rule	ACCEPTED_FIXED_PATH	rule slStart(noB,          ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	79	equational-rule	ACCEPTED_FIXED_PATH	rule slStart(noB,          ST:OptInt, LEN:Int)  => LEN -Int 1 requires slStep(ST) <Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	81	equational-rule	ACCEPTED_FIXED_PATH	rule slStart(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	83	syntax[function]	ACCEPTED_FIXED_PATH	syntax Int ::= slStop(OptInt, OptInt, Int) [function]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	84	equational-rule	ACCEPTED_FIXED_PATH	rule slStop(noB,          ST:OptInt, LEN:Int)  => LEN requires slStep(ST) >Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	86	equational-rule	ACCEPTED_FIXED_PATH	rule slStop(noB,          ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	88	equational-rule	ACCEPTED_FIXED_PATH	rule slStop(someB(I:Int), ST:OptInt, LEN:Int)  => slAdjust(I, LEN, slStep(ST))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	90	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Int ::= slAdjust(Int, Int, Int) [function, total]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	91	equational-rule	ACCEPTED_FIXED_PATH	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I  <Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	93	equational-rule	ACCEPTED_FIXED_PATH	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	96	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Int ::= clampLo(Int, Int) [function, total]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	97	equational-rule	ACCEPTED_FIXED_PATH	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	99	equational-rule	ACCEPTED_FIXED_PATH	rule clampLo(J:Int, STEP:Int)  => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	102	syntax[function,total]	ACCEPTED_FIXED_PATH	syntax Int ::= clampHi(Int, Int, Int) [function, total]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	103	equational-rule	ACCEPTED_FIXED_PATH	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I  <Int LEN	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	105	equational-rule	ACCEPTED_FIXED_PATH	rule clampHi(I:Int, LEN:Int, STEP:Int)  => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	109	syntax[function]	ACCEPTED_FIXED_PATH	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	110	equational-rule	ACCEPTED_FIXED_PATH	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	113	equational-rule	ACCEPTED_FIXED_PATH	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))	Reachable default-step list-slice evaluation/equation; inspected evaluation order, allocation, bounds normalization, and recursion.
reference-semantics/semantics/subscript.k	116	syntax[function]	OUTSIDE_REACHABLE_PATH	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]	Reviewed imported language support; its left-hand construct is not reachable from the exact submitted body on intended integer-list inputs. No intended-domain false conclusion witness was found.
