id	kind	classification	source	line	module	attrs	static_decision	text
K-0865	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	76	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= slStart(OptInt, OptInt, Int) [function]
K-0866	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	77	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStart(noB, ST:OptInt, _LEN:Int) => 0 requires slStep(ST) >Int 0
K-0867	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	79	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStart(noB, ST:OptInt, LEN:Int) => LEN -Int 1 requires slStep(ST) <Int 0
K-0868	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	81	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStart(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K-0869	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	83	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= slStop(OptInt, OptInt, Int) [function]
K-0870	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	84	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStop(noB, ST:OptInt, LEN:Int) => LEN requires slStep(ST) >Int 0
K-0871	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	86	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStop(noB, ST:OptInt, _LEN:Int) => -1 requires slStep(ST) <Int 0
K-0872	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	88	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slStop(someB(I:Int), ST:OptInt, LEN:Int) => slAdjust(I, LEN, slStep(ST))
K-0873	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	90	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= slAdjust(Int, Int, Int) [function, total]
K-0874	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	91	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampLo(I +Int LEN, STEP) requires I <Int 0
K-0875	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	93	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule slAdjust(I:Int, LEN:Int, STEP:Int) => clampHi(I, LEN, STEP) requires I >=Int 0
K-0876	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	96	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= clampLo(Int, Int) [function, total]
K-0877	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	97	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule clampLo(J:Int, _STEP:Int) => J requires J >=Int 0
K-0878	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	99	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule clampLo(J:Int, STEP:Int) => #if STEP <Int 0 #then -1 #else 0 #fi requires J <Int 0
K-0879	syntax	syntax_declaration+function+total	/reference/reference-semantics/semantics/subscript.k	102	MPY-SUBSCRIPT	function,total	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= clampHi(Int, Int, Int) [function, total]
K-0880	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	103	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule clampHi(I:Int, LEN:Int, _STEP:Int) => I requires I <Int LEN
K-0881	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	105	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule clampHi(I:Int, LEN:Int, STEP:Int) => #if STEP <Int 0 #then LEN -Int 1 #else LEN #fi requires I >=Int LEN
K-0882	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	109	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax ValSeq ::= buildVS(ValSeq, Int, Int, Int) [function]
K-0883	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	110	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule buildVS(VS:ValSeq, I:Int, STOP:Int, STEP:Int) => vCons(valSeqAt(VS, I), buildVS(VS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K-0884	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	113	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule buildVS(_:ValSeq, I:Int, STOP:Int, STEP:Int) => .ValSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K-0885	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/subscript.k	116	MPY-SUBSCRIPT	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax IntSeq ::= buildIS(IntSeq, Int, Int, Int) [function]
K-0886	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	117	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule buildIS(IS:IntSeq, I:Int, STOP:Int, STEP:Int) => iCons(intSeqAt(IS, I), buildIS(IS, I +Int STEP, STOP, STEP)) requires (STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP)
K-0887	rule	ordinary_rule	/reference/reference-semantics/semantics/subscript.k	120	MPY-SUBSCRIPT		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule buildIS(_:IntSeq, I:Int, STOP:Int, STEP:Int) => .IntSeq requires notBool ((STEP >Int 0 andBool I <Int STOP) orBool (STEP <Int 0 andBool I >Int STOP))
K-0888	syntax	syntax_declaration+macro+strict+seqstrict	/reference/reference-semantics/semantics/syntax.k	9	MPY-SYNTAX	macro,strict,seqstrict	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Expr ::= ""Int"" ""("" Int "")"" | ""Float"" ""("" Float "")"" | ""Bool"" ""("" Bool "")"" | ""Name"" ""("" String "")"" | ""Str"" ""("" String "")"" | ""UnaryOp"" ""("" String "","" Expr "")"" [strict(2)] | ""BinOp"" ""("" String "","" Expr "","" Expr "")"" [seqstrict(2, 3)] | ""BoolOp"" ""("" String "","" Exprs "")"" | ""ListExpr"" ""("" Exprs "")"" | ""DictExpr"" ""("" Entries "")"" | ""ListComp"" ""("" Expr "","" CompFors "")"" [macro] | ""GenExp"" ""("" Expr "","" CompFors "")"" [macro] | ""TupleExpr"" ""("" Exprs "")"" | ""Subscript"" ""("" Expr "","" Index "")"" | ""IfExp"" ""("" Expr "","" Expr "","" Expr "")"" [strict(1)] | ""Lambda"" ""("" Params "","" Expr "")"" | ""KwArg"" ""("" String "","" Expr "")"" | ""Lambda"" ""("" Params "","" CellVars "","" FreeVars "","" Expr "")"" | ""NoneVal"" | ""Call"" ""("" Expr "","" Exprs "")"" | ""Attribute"" ""("" Expr "","" String "")"" [strict(1)] | ""Compare"" ""("" Expr "","" CmpOp "")"""
K-0889	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	32	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax CmpOp ::= ""CmpOp"" ""("" String "","" Expr "")"""
K-0890	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	33	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Entry ::= ""Entry"" ""("" Expr "","" Expr "")"""
K-0891	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	34	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Entries ::= List{Entry, "",""}"
K-0892	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	35	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax CompFor ::= ""CompFor"" ""("" Expr "","" Expr "","" Exprs "")"""
K-0893	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	36	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax CompFors ::= List{CompFor, """"}"
K-0894	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	37	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Exprs ::= List{Expr, "",""}"
K-0895	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	38	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Index ::= Expr | ""Slice"" ""("" Bound "","" Bound "","" Bound "")"""
K-0896	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	39	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Bound ::= Expr | ""NoBound"""
K-0897	syntax	syntax_declaration+strict	/reference/reference-semantics/semantics/syntax.k	41	MPY-SYNTAX	strict	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Stmt ::= ""Assign"" ""("" Expr "","" Expr "")"" [strict(2)] | ""Import"" ""("" String "")"" | ""ImportFrom"" ""("" String "","" ParamNames "")"" | ""AugAssign"" ""("" Expr "","" String "","" Expr "")"" [strict(3)] | ""For"" ""("" Expr "","" Expr "","" Stmts "")"" [strict(2)] | ""While"" ""("" Expr "","" Stmts "")"" | ""Break"" | ""Continue"" | ""If"" ""("" Expr "","" Stmts "","" Stmts "")"" [strict(1)] | ""Return"" ""("" Expr "")"" [strict] | ""Assert"" ""("" Expr "")"" [strict] | ""Expr"" ""("" Expr "")"" [strict] | ""FuncDef"" ""("" String "","" Params "","" Stmts "")"" | ""FuncDef"" ""("" String "","" Params "","" CellVars "","" FreeVars "","" Stmts "")"""
K-0898	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	56	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Stmts ::= List{Stmt, """"}"
K-0899	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	57	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Params ::= ""Params"" ""("" ParamNames "")"""
K-0900	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	58	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax CellVars ::= ""CellVars"" ""("" ParamNames "")"""
K-0901	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	59	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax FreeVars ::= ""FreeVars"" ""("" ParamNames "")"""
K-0902	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	60	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax ParamNames ::= List{String, "",""}"
K-0903	syntax	syntax_declaration	/reference/reference-semantics/semantics/syntax.k	61	MPY-SYNTAX		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax Module ::= ""Module"" ""("" Stmts "")"""
K-0904	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	10	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(tuple(.ValSeq)) => #iterDone ... </k>
K-0905	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	11	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #iterNext(tuple(vCons(V:Val, R:ValSeq))) => #iterYield(V, tuple(R)) ... </k>
K-0906	syntax	syntax_declaration	/reference/reference-semantics/semantics/tuple.k	14	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"syntax ApplyK ::= ""toTuple"""
K-0907	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	15	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> TupleExpr(ES:Exprs) => #evalArgs(ES, .Vals, toTuple) ... </k>
K-0908	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	16	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #applyK(toTuple, ACC:Vals) => tuple(vals2valSeq(ACC)) ... </k>
K-0909	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	18	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""=="", tuple(A:ValSeq), tuple(B:ValSeq)) => A ==K B"
K-0910	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	20	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ... </k>"
K-0911	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	21	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> Compare(LV:Val, CmpOp(""not in"", tuple(VS:ValSeq))) => #memberAcc(LV, tuple(VS)) ~> #notB ... </k>"
K-0912	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	23	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyMethod(tuple(VS:ValSeq), ""index"", V:Val, .Vals) => idxOfVS(VS, V, 0)"
K-0913	syntax	syntax_declaration+function	/reference/reference-semantics/semantics/tuple.k	24	MPY-TUPLE	function	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax Int ::= idxOfVS(ValSeq, Val, Int) [function]
K-0914	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	25	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule idxOfVS(vCons(A:Val, _:ValSeq), V:Val, I:Int) => I requires A ==K V
K-0915	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	26	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule idxOfVS(vCons(A:Val, R:ValSeq), V:Val, I:Int) => idxOfVS(R, V, I +Int 1) requires notBool (A ==K V)
K-0916	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	28	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule applyCmp(""!="", tuple(A:ValSeq), tuple(B:ValSeq)) => notBool (A ==K B)"
K-0917	syntax	syntax_declaration	/reference/reference-semantics/semantics/tuple.k	31	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #bindTgt(Expr, Val)
K-0918	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	32	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindTgt(Name(X:String), V:Val) => .K ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map => M [ X <- V ], _) ... </scopes>
K-0919	rule	priority_rule	/reference/reference-semantics/semantics/tuple.k	35	MPY-TUPLE	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	"rule <k> #bindTgt(Name(X:String), V:Val) => #cellW({M[X]}:>Val, V) ... </k> <env> L:Int </env> <scopes> ... L |-> scope(M:Map, _) ... </scopes> requires ""$cells"" in_keys(M) andBool pnMember(X, cellsOf({M[""$cells""]}:>Val)) andBool X in_keys(M) andBool isCellRef({M[X]}:>Val) [priority(40)]"
K-0920	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	42	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindTgt(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0921	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	43	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindTgt(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0922	rule	priority_rule	/reference/reference-semantics/semantics/tuple.k	44	MPY-TUPLE	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #bindTgt(TupleExpr(TS:Exprs), ref(H:Int)) => #bindTgt(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0923	syntax	syntax_declaration	/reference/reference-semantics/semantics/tuple.k	49	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	syntax KItem ::= #unpackSeq(Exprs, ValSeq)
K-0924	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	50	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Assign(TupleExpr(TS:Exprs), tuple(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0925	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	51	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Assign(TupleExpr(TS:Exprs), list(VS:ValSeq)) => #unpackSeq(TS, VS) ... </k>
K-0926	rule	priority_rule	/reference/reference-semantics/semantics/tuple.k	52	MPY-TUPLE	priority	ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> Assign(TupleExpr(TS:Exprs), ref(H:Int)) => Assign(TupleExpr(TS), V) ... </k> <heap> ... H |-> V:Val ... </heap> [priority(40)]
K-0927	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	55	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #unpackSeq((T:Expr, TS:Exprs), vCons(V:Val, VS:ValSeq)) => #bindTgt(T, V) ~> #unpackSeq(TS, VS) ... </k>
K-0928	rule	ordinary_rule	/reference/reference-semantics/semantics/tuple.k	57	MPY-TUPLE		ACCEPT_SELECTED_SUPPLIED_SEMANTICS	rule <k> #unpackSeq(.Exprs, .ValSeq) => .K ... </k>
K-0929	syntax	syntax_declaration+function	/candidate/verification.k	9	ROMAN-BASE	function	ACCEPT_PROOF_LOCAL_DECLARATION	"syntax Stmts ::= ""romanThousandsBody"" [function] | ""romanHundredsBody"" [function] | ""romanTensBody"" [function] | ""romanOnesBody"" [function] | ""romanSolutionBody"" [function]"
K-0930	rule	ordinary_rule	/candidate/verification.k	15	ROMAN-BASE		ACCEPT_EXACT_TRANSLATED_BODY_DEFINITION	"rule romanThousandsBody => Return( Subscript( TupleExpr(Str(""""), Str(""m"")), Name(""digit"")))"
K-0931	rule	ordinary_rule	/candidate/verification.k	21	ROMAN-BASE		ACCEPT_EXACT_TRANSLATED_BODY_DEFINITION	"rule romanHundredsBody => Return( Subscript( TupleExpr( Str(""""), Str(""c""), Str(""cc""), Str(""ccc""), Str(""cd""), Str(""d""), Str(""dc""), Str(""dcc""), Str(""dccc""), Str(""cm"")), Name(""digit"")))"
K-0932	rule	ordinary_rule	/candidate/verification.k	29	ROMAN-BASE		ACCEPT_EXACT_TRANSLATED_BODY_DEFINITION	"rule romanTensBody => Return( Subscript( TupleExpr( Str(""""), Str(""x""), Str(""xx""), Str(""xxx""), Str(""xl""), Str(""l""), Str(""lx""), Str(""lxx""), Str(""lxxx""), Str(""xc"")), Name(""digit"")))"
K-0933	rule	ordinary_rule	/candidate/verification.k	37	ROMAN-BASE		ACCEPT_EXACT_TRANSLATED_BODY_DEFINITION	"rule romanOnesBody => Return( Subscript( TupleExpr( Str(""""), Str(""i""), Str(""ii""), Str(""iii""), Str(""iv""), Str(""v""), Str(""vi""), Str(""vii""), Str(""viii""), Str(""ix"")), Name(""digit"")))"
K-0934	rule	ordinary_rule	/candidate/verification.k	45	ROMAN-BASE		ACCEPT_EXACT_TRANSLATED_BODY_DEFINITION	"rule romanSolutionBody => Return( BinOp( ""+"", BinOp( ""+"", BinOp( ""+"", Call( Name(""_roman_thousands""), BinOp(""//"", Name(""number""), Int(1000))), Call( Name(""_roman_hundreds""), BinOp( ""//"", BinOp(""%"", Name(""number""), Int(1000)), Int(100)))), Call( Name(""_roman_tens""), BinOp( ""//"", BinOp(""%"", Name(""number""), Int(100)), Int(10)))), Call( Name(""_roman_ones""), BinOp(""%"", Name(""number""), Int(10)))))"
K-0935	syntax	syntax_declaration+function	/candidate/verification.k	74	ROMAN-BASE	function	ACCEPT_PROOF_LOCAL_DECLARATION	syntax IntSeq ::= thousandsDigit(Int) [function] | hundredsDigit(Int) [function] | tensDigit(Int) [function] | onesDigit(Int) [function]
K-0936	rule	concrete_equation	/candidate/verification.k	79	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule thousandsDigit(0) => .IntSeq [concrete]
K-0937	rule	concrete_equation	/candidate/verification.k	80	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule thousandsDigit(1) => iCons(109, .IntSeq) [concrete]
K-0938	rule	concrete_equation	/candidate/verification.k	82	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(0) => .IntSeq [concrete]
K-0939	rule	concrete_equation	/candidate/verification.k	83	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(1) => iCons(99, .IntSeq) [concrete]
K-0940	rule	concrete_equation	/candidate/verification.k	84	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(2) => iCons(99, iCons(99, .IntSeq)) [concrete]
K-0941	rule	concrete_equation	/candidate/verification.k	85	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(3) => iCons(99, iCons(99, iCons(99, .IntSeq))) [concrete]
K-0942	rule	concrete_equation	/candidate/verification.k	86	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(4) => iCons(99, iCons(100, .IntSeq)) [concrete]
K-0943	rule	concrete_equation	/candidate/verification.k	87	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(5) => iCons(100, .IntSeq) [concrete]
K-0944	rule	concrete_equation	/candidate/verification.k	88	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(6) => iCons(100, iCons(99, .IntSeq)) [concrete]
K-0945	rule	concrete_equation	/candidate/verification.k	89	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(7) => iCons(100, iCons(99, iCons(99, .IntSeq))) [concrete]
K-0946	rule	concrete_equation	/candidate/verification.k	90	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(8) => iCons(100, iCons(99, iCons(99, iCons(99, .IntSeq)))) [concrete]
K-0947	rule	concrete_equation	/candidate/verification.k	91	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule hundredsDigit(9) => iCons(99, iCons(109, .IntSeq)) [concrete]
K-0948	rule	concrete_equation	/candidate/verification.k	93	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(0) => .IntSeq [concrete]
K-0949	rule	concrete_equation	/candidate/verification.k	94	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(1) => iCons(120, .IntSeq) [concrete]
K-0950	rule	concrete_equation	/candidate/verification.k	95	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(2) => iCons(120, iCons(120, .IntSeq)) [concrete]
K-0951	rule	concrete_equation	/candidate/verification.k	96	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(3) => iCons(120, iCons(120, iCons(120, .IntSeq))) [concrete]
K-0952	rule	concrete_equation	/candidate/verification.k	97	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(4) => iCons(120, iCons(108, .IntSeq)) [concrete]
K-0953	rule	concrete_equation	/candidate/verification.k	98	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(5) => iCons(108, .IntSeq) [concrete]
K-0954	rule	concrete_equation	/candidate/verification.k	99	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(6) => iCons(108, iCons(120, .IntSeq)) [concrete]
K-0955	rule	concrete_equation	/candidate/verification.k	100	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(7) => iCons(108, iCons(120, iCons(120, .IntSeq))) [concrete]
K-0956	rule	concrete_equation	/candidate/verification.k	101	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(8) => iCons(108, iCons(120, iCons(120, iCons(120, .IntSeq)))) [concrete]
K-0957	rule	concrete_equation	/candidate/verification.k	102	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule tensDigit(9) => iCons(120, iCons(99, .IntSeq)) [concrete]
K-0958	rule	concrete_equation	/candidate/verification.k	104	ROMAN-BASE	concrete	ACCEPT_TRUTHFUL_FINITE_DIGIT_EQUATION	rule onesDigit(0) => .IntSeq [concrete]
