file	line	kind	class	attributes	text	on_solution_execution_slice	disposition	audit_rationale
reference-semantics/semantics/sort.k	63	rule	operational		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""key"", KV:Val), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortKeyVS(VS, KV), RB))) ... </k>"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/sort.k	65	rule	operational		"rule <k> #applyK(toCall(builtinV(""sorted"")), (list(VS:ValSeq), kwV(""reverse"", RB:Bool), .Vals)) => #alloc(list(condRev(sortVS(VS), RB))) ... </k>"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/sort.k	72	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	3	module			module MPY-STR	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	4	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	5	imports			imports MPY-ITER	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	8	rule	operational		rule <k> #iterNext(str(.IntSeq))                 => #iterDone ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	9	rule	operational		rule <k> #iterNext(str(iCons(C:Int, R:IntSeq))) => #iterYield(str(iCons(C, .IntSeq)), str(R)) ... </k>	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	13	syntax	declaration	function	syntax IntSeq ::= strToCodes(String) [function]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	14	rule	operational		rule <k> Str(S:String) => str(strToCodes(S)) ... </k>	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/str.k	15	rule	equational		"rule strToCodes("""") => .IntSeq"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/str.k	16	rule	equational		"rule strToCodes(S:String) => iCons(ordChar(substrString(S, 0, 1)), strToCodes(substrString(S, 1, lengthString(S)))) requires S =/=String """" andBool ordChar(substrString(S, 0, 1)) <Int 128"	true	SOUND_FIXED_RULE_ON_EXECUTION_SLICE	Byte-identical supplied-semantics rule; inspected in the load/call/binding/loop/operator/return execution slice and consistent with its selected MPY semantics role.
reference-semantics/semantics/str.k	20	syntax	declaration	function,total	syntax IntSeq ::= seqConcat(IntSeq, IntSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	21	rule	equational		rule seqConcat(.IntSeq, T:IntSeq)                => T	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	22	rule	equational		rule seqConcat(iCons(I:Int, S:IntSeq), T:IntSeq) => iCons(I, seqConcat(S, T))	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	24	rule	equational		"rule applyBin(""+"",  str(A:IntSeq), str(B:IntSeq)) => str(seqConcat(A, B))"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	25	rule	equational		"rule applyCmp(""=="", str(A:IntSeq), str(B:IntSeq)) => A ==K B"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	26	rule	equational		"rule applyCmp(""!="", str(A:IntSeq), str(B:IntSeq)) => notBool (A ==K B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	29	rule	equational		"rule applyCmp(""in"",     str(P:IntSeq), str(X:IntSeq)) => strContains(P, X)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	30	rule	equational		"rule applyCmp(""not in"", str(P:IntSeq), str(X:IntSeq)) => notBool strContains(P, X)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	32	syntax	declaration	function,total	syntax Bool ::= strPrefix(IntSeq, IntSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	33	rule	equational		rule strPrefix(.IntSeq, _:IntSeq)               => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	34	rule	equational		rule strPrefix(iCons(_:Int, _:IntSeq), .IntSeq) => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	35	rule	equational		rule strPrefix(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => A ==Int B andBool strPrefix(As, Bs)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	37	syntax	declaration	function,total	syntax Bool ::= strContains(IntSeq, IntSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	38	rule	equational		rule strContains(P:IntSeq, X:IntSeq) => true  requires strPrefix(P, X)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	39	rule	equational		rule strContains(P:IntSeq, .IntSeq)  => false requires notBool strPrefix(P, .IntSeq)	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	40	rule	equational		rule strContains(P:IntSeq, iCons(C:Int, Xs:IntSeq)) => strContains(P, Xs) requires notBool strPrefix(P, iCons(C, Xs))	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	48	syntax	declaration	function,total	syntax Bool ::= strLt(IntSeq, IntSeq) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/str.k	49	rule	equational		rule strLt(.IntSeq, .IntSeq)                => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	50	rule	equational		rule strLt(.IntSeq, iCons(_:Int, _:IntSeq)) => true	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	51	rule	equational		rule strLt(iCons(_:Int, _:IntSeq), .IntSeq) => false	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	52	rule	equational		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => true          requires A  <Int B	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	53	rule	equational		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => false         requires A  >Int B	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	54	rule	equational		rule strLt(iCons(A:Int, As:IntSeq), iCons(B:Int, Bs:IntSeq)) => strLt(As, Bs) requires A ==Int B	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	56	rule	equational		"rule applyCmp(""<"",  str(A:IntSeq), str(B:IntSeq)) => strLt(A, B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	57	rule	equational		"rule applyCmp("">"",  str(A:IntSeq), str(B:IntSeq)) => strLt(B, A)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	58	rule	equational		"rule applyCmp(""<="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(B, A)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	59	rule	equational		"rule applyCmp("">="", str(A:IntSeq), str(B:IntSeq)) => notBool strLt(A, B)"	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
reference-semantics/semantics/str.k	60	endmodule			endmodule	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/subscript.k	3	module			module MPY-SUBSCRIPT	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/subscript.k	4	imports			imports MPY-CORE	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/subscript.k	11	syntax	declaration	function,total	syntax Val ::= valSeqAt(ValSeq, Int) [function, total]	false	FIXED_DECLARATION_ACCEPTED	Byte-identical selected supplied-semantics declaration/import.
reference-semantics/semantics/subscript.k	12	rule	equational		rule valSeqAt(vCons(V:Val, _:ValSeq), 0)     => V	false	FIXED_RULE_NOT_REACHED	Byte-identical supplied-semantics rule for a construct or value form absent from solution.mpy; it is not a candidate proof extension and cannot contribute to this claim's closure.
