file	line	kind	attributes	guard	assessment	text
unicode-case.k	2446	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x89"") => ""\xf0\x90\x90\xa1"""
unicode-case.k	2447	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8a"") => ""\xf0\x90\x90\xa2"""
unicode-case.k	2448	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8b"") => ""\xf0\x90\x90\xa3"""
unicode-case.k	2449	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8c"") => ""\xf0\x90\x90\xa4"""
unicode-case.k	2450	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8d"") => ""\xf0\x90\x90\xa5"""
unicode-case.k	2451	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8e"") => ""\xf0\x90\x90\xa6"""
unicode-case.k	2452	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x91\x8f"") => ""\xf0\x90\x90\xa7"""
unicode-case.k	2453	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb0"") => ""\xf0\x90\x93\x98"""
unicode-case.k	2454	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb1"") => ""\xf0\x90\x93\x99"""
unicode-case.k	2455	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb2"") => ""\xf0\x90\x93\x9a"""
unicode-case.k	2456	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb3"") => ""\xf0\x90\x93\x9b"""
unicode-case.k	2457	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb4"") => ""\xf0\x90\x93\x9c"""
unicode-case.k	2458	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb5"") => ""\xf0\x90\x93\x9d"""
unicode-case.k	2459	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb6"") => ""\xf0\x90\x93\x9e"""
unicode-case.k	2460	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb7"") => ""\xf0\x90\x93\x9f"""
unicode-case.k	2461	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb8"") => ""\xf0\x90\x93\xa0"""
unicode-case.k	2462	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xb9"") => ""\xf0\x90\x93\xa1"""
unicode-case.k	2463	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xba"") => ""\xf0\x90\x93\xa2"""
unicode-case.k	2464	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xbb"") => ""\xf0\x90\x93\xa3"""
unicode-case.k	2465	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xbc"") => ""\xf0\x90\x93\xa4"""
unicode-case.k	2466	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xbd"") => ""\xf0\x90\x93\xa5"""
unicode-case.k	2467	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xbe"") => ""\xf0\x90\x93\xa6"""
unicode-case.k	2468	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x92\xbf"") => ""\xf0\x90\x93\xa7"""
unicode-case.k	2469	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x80"") => ""\xf0\x90\x93\xa8"""
unicode-case.k	2470	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x81"") => ""\xf0\x90\x93\xa9"""
unicode-case.k	2471	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x82"") => ""\xf0\x90\x93\xaa"""
unicode-case.k	2472	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x83"") => ""\xf0\x90\x93\xab"""
unicode-case.k	2473	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x84"") => ""\xf0\x90\x93\xac"""
unicode-case.k	2474	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x85"") => ""\xf0\x90\x93\xad"""
unicode-case.k	2475	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x86"") => ""\xf0\x90\x93\xae"""
unicode-case.k	2476	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x87"") => ""\xf0\x90\x93\xaf"""
unicode-case.k	2477	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x88"") => ""\xf0\x90\x93\xb0"""
unicode-case.k	2478	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x89"") => ""\xf0\x90\x93\xb1"""
unicode-case.k	2479	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8a"") => ""\xf0\x90\x93\xb2"""
unicode-case.k	2480	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8b"") => ""\xf0\x90\x93\xb3"""
unicode-case.k	2481	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8c"") => ""\xf0\x90\x93\xb4"""
unicode-case.k	2482	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8d"") => ""\xf0\x90\x93\xb5"""
unicode-case.k	2483	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8e"") => ""\xf0\x90\x93\xb6"""
unicode-case.k	2484	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x8f"") => ""\xf0\x90\x93\xb7"""
unicode-case.k	2485	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x90"") => ""\xf0\x90\x93\xb8"""
unicode-case.k	2486	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x91"") => ""\xf0\x90\x93\xb9"""
unicode-case.k	2487	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x92"") => ""\xf0\x90\x93\xba"""
unicode-case.k	2488	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x93"") => ""\xf0\x90\x93\xbb"""
unicode-case.k	2489	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x98"") => ""\xf0\x90\x92\xb0"""
unicode-case.k	2490	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x99"") => ""\xf0\x90\x92\xb1"""
unicode-case.k	2491	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9a"") => ""\xf0\x90\x92\xb2"""
unicode-case.k	2492	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9b"") => ""\xf0\x90\x92\xb3"""
unicode-case.k	2493	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9c"") => ""\xf0\x90\x92\xb4"""
unicode-case.k	2494	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9d"") => ""\xf0\x90\x92\xb5"""
unicode-case.k	2495	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9e"") => ""\xf0\x90\x92\xb6"""
unicode-case.k	2496	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\x9f"") => ""\xf0\x90\x92\xb7"""
unicode-case.k	2497	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa0"") => ""\xf0\x90\x92\xb8"""
unicode-case.k	2498	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa1"") => ""\xf0\x90\x92\xb9"""
unicode-case.k	2499	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa2"") => ""\xf0\x90\x92\xba"""
unicode-case.k	2500	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa3"") => ""\xf0\x90\x92\xbb"""
unicode-case.k	2501	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa4"") => ""\xf0\x90\x92\xbc"""
unicode-case.k	2502	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa5"") => ""\xf0\x90\x92\xbd"""
unicode-case.k	2503	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa6"") => ""\xf0\x90\x92\xbe"""
unicode-case.k	2504	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa7"") => ""\xf0\x90\x92\xbf"""
unicode-case.k	2505	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa8"") => ""\xf0\x90\x93\x80"""
unicode-case.k	2506	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xa9"") => ""\xf0\x90\x93\x81"""
unicode-case.k	2507	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xaa"") => ""\xf0\x90\x93\x82"""
unicode-case.k	2508	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xab"") => ""\xf0\x90\x93\x83"""
unicode-case.k	2509	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xac"") => ""\xf0\x90\x93\x84"""
unicode-case.k	2510	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xad"") => ""\xf0\x90\x93\x85"""
unicode-case.k	2511	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xae"") => ""\xf0\x90\x93\x86"""
unicode-case.k	2512	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xaf"") => ""\xf0\x90\x93\x87"""
unicode-case.k	2513	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb0"") => ""\xf0\x90\x93\x88"""
unicode-case.k	2514	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb1"") => ""\xf0\x90\x93\x89"""
unicode-case.k	2515	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb2"") => ""\xf0\x90\x93\x8a"""
unicode-case.k	2516	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb3"") => ""\xf0\x90\x93\x8b"""
unicode-case.k	2517	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb4"") => ""\xf0\x90\x93\x8c"""
unicode-case.k	2518	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb5"") => ""\xf0\x90\x93\x8d"""
unicode-case.k	2519	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb6"") => ""\xf0\x90\x93\x8e"""
unicode-case.k	2520	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb7"") => ""\xf0\x90\x93\x8f"""
unicode-case.k	2521	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb8"") => ""\xf0\x90\x93\x90"""
unicode-case.k	2522	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xb9"") => ""\xf0\x90\x93\x91"""
unicode-case.k	2523	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xba"") => ""\xf0\x90\x93\x92"""
unicode-case.k	2524	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\x93\xbb"") => ""\xf0\x90\x93\x93"""
unicode-case.k	2525	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x80"") => ""\xf0\x90\xb3\x80"""
unicode-case.k	2526	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x81"") => ""\xf0\x90\xb3\x81"""
unicode-case.k	2527	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x82"") => ""\xf0\x90\xb3\x82"""
unicode-case.k	2528	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x83"") => ""\xf0\x90\xb3\x83"""
unicode-case.k	2529	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x84"") => ""\xf0\x90\xb3\x84"""
unicode-case.k	2530	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x85"") => ""\xf0\x90\xb3\x85"""
unicode-case.k	2531	definitional-summary			ground CPython 3.10.12 swapcase equation; every row exhaustively checked by 05_unicode_rule_audit.py	"rule pySwapChar(""\xf0\x90\xb2\x86"") => ""\xf0\x90\xb3\x86"""
